CHEESMAN,Max T,Min T,Precipitation,Snowfall
11/11/1969,56,26,0,0
11/12/1969,55,29,0,0
11/13/1969,45,23,0,0
11/14/1969,57,16,0,0
11/15/1969,58,19,0,0
11/16/1969,55,31,0,0
11/17/1969,48,24,0.18,M
11/18/1969,31,3,0,0
11/19/1969,54,6,0,0
11/20/1969,59,20,0,0
11/21/1969,61,18,0,0
11/22/1969,48,28,0,0
11/23/1969,51,20,0,0
11/24/1969,65,15,0,0
11/25/1969,51,15,0,0
11/26/1969,40,18,T,0
11/27/1969,47,7,0,0
11/28/1969,48,8,0,0
11/29/1969,55,10,0,0
11/30/1969,58,16,0,0
12/1/1969,61,17,0,M
12/2/1969,60,13,0,M
12/3/1969,55,16,0,M
12/4/1969,42,30,0,M
12/5/1969,37,25,0.25,M
12/6/1969,37,13,0.05,M
12/7/1969,35,3,0,M
12/8/1969,39,0,0,M
12/9/1969,42,1,0,M
12/10/1969,33,8,0,M
12/11/1969,44,11,0,M
12/12/1969,60,30,0,M
12/13/1969,59,24,0,M
12/14/1969,64,26,0,M
12/15/1969,61,23,0,M
12/16/1969,53,19,0,M
12/17/1969,56,18,0,M
12/18/1969,58,16,0,M
12/19/1969,50,16,0,M
12/20/1969,48,25,0,M
12/21/1969,62,29,0,M
12/22/1969,59,37,T,M
12/23/1969,56,29,0,M
12/24/1969,47,28,0.09,M
12/25/1969,47,5,0,M
12/26/1969,47,19,T,M
12/27/1969,30,20,0.62,M
12/28/1969,22,13,0.09,M
12/29/1969,31,-13,0,M
12/30/1969,24,-4,0.04,M
12/31/1969,32,-13,0,M
1/1/1970,26,5,0.04,1
1/2/1970,30,-16,0,0
1/3/1970,29,-14,0,0
1/4/1970,36,-1,0,0
1/5/1970,31,0,0.03,0
1/6/1970,30,-24,0,0
1/7/1970,32,-11,0,0
1/8/1970,34,-16,0,0
1/9/1970,53,-2,0,0
1/10/1970,47,22,0,0
1/11/1970,48,7,0,0
1/12/1970,42,9,0,0
1/13/1970,49,4,0,0
1/14/1970,51,3,0,0
1/15/1970,46,19,0,0
1/16/1970,55,8,0,0
1/17/1970,50,26,0,0
1/18/1970,48,15,0,0
1/19/1970,48,26,0,0
1/20/1970,52,26,0,0
1/21/1970,52,25,0,0
1/22/1970,57,34,0,0
1/23/1970,58,26,0,0
1/24/1970,55,30,0,0
1/25/1970,52,31,0,0
1/26/1970,55,35,0,0
1/27/1970,58,29,0,0
1/28/1970,51,20,0.02,0
1/29/1970,44,0,0,0
1/30/1970,38,6,0,0
1/31/1970,45,11,0,0
2/1/1970,41,20,0,0
2/2/1970,30,0,0.03,1
2/3/1970,54,6,0,0
2/4/1970,46,30,0,0
2/5/1970,57,16,0,0
2/6/1970,55,20,0,0
2/7/1970,55,18,0,0
2/8/1970,57,14,0,0
2/9/1970,62,11,0,0
2/10/1970,62,12,0,0
2/11/1970,58,19,0,0
2/12/1970,58,20,0,0
2/13/1970,53,23,0,0
2/14/1970,48,20,0,0
2/15/1970,52,9,0,0
2/16/1970,56,26,0,0
2/17/1970,61,34,0,0
2/18/1970,54,22,0,0
2/19/1970,44,4,0,0
2/20/1970,52,4,0,0
2/21/1970,57,24,0,0
2/22/1970,52,17,0,0
2/23/1970,53,23,0,0
2/24/1970,46,27,0.13,1.5
2/25/1970,49,17,0.38,4.5
2/26/1970,54,10,0,0
2/27/1970,52,10,0,0
2/28/1970,52,19,0,0
3/1/1970,53,22,0,0
3/2/1970,52,35,0,0
3/3/1970,47,22,0,0
3/4/1970,46,15,0,0
3/5/1970,45,20,T,0
3/6/1970,48,16,0.2,0
3/7/1970,61,15,0,0
3/8/1970,58,22,0,0
3/9/1970,51,22,0,0
3/10/1970,40,19,0.14,M
3/11/1970,30,10,0.05,M
3/12/1970,40,5,0.02,0
3/13/1970,48,12,0,0
3/14/1970,56,21,0,0
3/15/1970,49,28,0.26,M
3/16/1970,45,18,0.13,0
3/17/1970,47,22,0,0
3/18/1970,38,14,0.53,M
3/19/1970,35,0,0,0
3/20/1970,40,4,0,0
3/21/1970,43,8,0,0
3/22/1970,48,16,0,0
3/23/1970,53,21,0,0
3/24/1970,59,31,0,0
3/25/1970,35,19,0.47,M
3/26/1970,41,2,0,0
3/27/1970,33,12,0.26,M
3/28/1970,48,-3,0,0
3/29/1970,45,20,0.06,0
3/30/1970,33,21,0.28,M
3/31/1970,31,12,0.25,M
4/1/1970,39,5,0.05,0
4/2/1970,46,20,0,0
4/3/1970,45,23,0.18,2
4/4/1970,49,0,0.01,0
4/5/1970,56,25,0,0
4/6/1970,63,22,0,0
4/7/1970,59,22,0,0
4/8/1970,59,25,0,0
4/9/1970,56,26,0,0
4/10/1970,60,27,0,0
4/11/1970,59,28,0.02,0
4/12/1970,59,28,0,0
4/13/1970,52,15,0,0
4/14/1970,57,M,0,0
4/15/1970,55,34,0,0
4/16/1970,57,19,0,0
4/17/1970,57,34,0.06,0
4/18/1970,37,26,0.44,0
4/19/1970,46,20,0,0
4/20/1970,44,26,0,0
4/21/1970,50,22,0,0
4/22/1970,48,28,0,0
4/23/1970,49,22,0,0
4/24/1970,55,20,0,0
4/25/1970,64,26,0,0
4/26/1970,67,26,0,0
4/27/1970,67,38,0,0
4/28/1970,63,39,0,0
4/29/1970,51,25,0,0
4/30/1970,41,25,0.17,2
5/1/1970,M,19,0.31,M
5/2/1970,56,19,0,0
5/3/1970,66,25,0,0
5/4/1970,69,24,0,0
5/5/1970,69,29,0,0
5/6/1970,69,32,0,0
5/7/1970,70,31,0,0
5/8/1970,66,32,0,0
5/9/1970,61,32,0,0
5/10/1970,68,29,0,0
5/11/1970,71,41,0,0
5/12/1970,74,35,0,0
5/13/1970,71,37,T,0
5/14/1970,59,39,T,0
5/15/1970,65,25,0.14,0
5/16/1970,77,28,0,0
5/17/1970,80,34,0,0
5/18/1970,81,34,0,0
5/19/1970,79,36,0,0
5/20/1970,76,38,0,0
5/21/1970,78,43,0,0
5/22/1970,72,47,0,0
5/23/1970,73,41,0.01,0
5/24/1970,75,42,0,0
5/25/1970,73,45,0.02,0
5/26/1970,73,37,0.04,0
5/27/1970,70,37,T,0
5/28/1970,68,36,T,0
5/29/1970,79,37,0,0
5/30/1970,75,39,0,0
5/31/1970,72,40,0.61,0
6/1/1970,53,32,0.3,0
6/2/1970,63,34,0,0
6/3/1970,66,32,0,0
6/4/1970,67,35,0,0
6/5/1970,72,31,0,0
6/6/1970,75,36,0,0
6/7/1970,69,37,0,0
6/8/1970,77,44,T,0
6/9/1970,70,42,0.09,0
6/10/1970,68,42,T,0
6/11/1970,54,39,1.25,0
6/12/1970,75,38,0.02,0
6/13/1970,75,38,0,0
6/14/1970,77,48,0,0
6/15/1970,77,40,0,0
6/16/1970,76,35,0,0
6/17/1970,82,38,0,0
6/18/1970,81,47,0,0
6/19/1970,80,45,0,0
6/20/1970,77,43,0,0
6/21/1970,75,51,0.21,0
6/22/1970,80,44,0,0
6/23/1970,79,44,0.13,0
6/24/1970,83,43,0,0
6/25/1970,84,47,0,0
6/26/1970,91,47,0,0
6/27/1970,90,49,0,0
6/28/1970,90,57,0.03,0
6/29/1970,83,50,0,0
6/30/1970,80,55,0,0
7/1/1970,83,47,0,0
7/2/1970,88,51,0,0
7/3/1970,82,47,0,0
7/4/1970,86,47,0,0
7/5/1970,84,46,0.49,0
7/6/1970,83,50,0,0
7/7/1970,75,50,0.43,0
7/8/1970,80,48,T,0
7/9/1970,82,47,T,0
7/10/1970,81,48,0.08,0
7/11/1970,84,48,0.67,0
7/12/1970,79,49,0.25,0
7/13/1970,87,45,0,0
7/14/1970,87,48,0.09,0
7/15/1970,80,48,T,0
7/16/1970,89,48,0,0
7/17/1970,88,48,0,0
7/18/1970,86,49,0,0
7/19/1970,87,47,0.04,0
7/20/1970,78,52,0.08,0
7/21/1970,88,45,0,0
7/22/1970,85,52,0.24,0
7/23/1970,80,56,0.07,0
7/24/1970,79,48,0.02,0
7/25/1970,80,48,0.22,0
7/26/1970,78,49,0,0
7/27/1970,82,47,0.19,0
7/28/1970,83,47,0.17,0
7/29/1970,84,47,0,0
7/30/1970,84,47,0,0
7/31/1970,83,50,0,0
8/1/1970,88,53,0.14,0
8/2/1970,90,58,0,0
8/3/1970,86,M,1.82,0
8/4/1970,83,55,0.24,0
8/5/1970,87,52,0,0
8/6/1970,88,52,0.03,0
8/7/1970,84,59,0.03,0
8/8/1970,83,53,0.33,0
8/9/1970,79,50,0,0
8/10/1970,84,48,0,0
8/11/1970,88,49,0,0
8/12/1970,88,48,0,0
8/13/1970,89,47,0,0
8/14/1970,87,47,0,0
8/15/1970,71,53,0.1,0
8/16/1970,81,45,T,0
8/17/1970,85,46,0,0
8/18/1970,85,47,0,0
8/19/1970,81,48,0,0
8/20/1970,72,55,0.31,0
8/21/1970,76,52,0.2,0
8/22/1970,76,48,0.13,0
8/23/1970,79,45,T,0
8/24/1970,80,43,0,0
8/25/1970,88,43,0,0
8/26/1970,85,43,0,0
8/27/1970,88,47,0,0
8/28/1970,84,47,0,0
8/29/1970,87,47,0,0
8/30/1970,80,55,0.27,0
8/31/1970,84,47,0,0
9/1/1970,81,46,0,0
9/2/1970,81,44,0,0
9/3/1970,80,45,0,0
9/4/1970,78,41,T,0
9/5/1970,74,45,0.02,0
9/6/1970,69,52,0.05,0
9/7/1970,80,43,0,0
9/8/1970,82,41,0,0
9/9/1970,80,44,0,0
9/10/1970,82,42,0,0
9/11/1970,81,40,0,0
9/12/1970,72,36,0.03,0
9/13/1970,67,37,0.08,0
9/14/1970,69,41,0,0
9/15/1970,70,40,0,0
9/16/1970,73,42,0,0
9/17/1970,80,37,0,0
9/18/1970,79,37,0,0
9/19/1970,78,44,0,0
9/20/1970,77,58,0,0
9/21/1970,67,35,0,0
9/22/1970,53,32,1.25,3
9/23/1970,68,28,0,0
9/24/1970,69,32,0,0
9/25/1970,60,30,0.89,0
9/26/1970,58,19,0,0
9/27/1970,67,28,0,0
9/28/1970,73,29,0,0
9/29/1970,73,37,0,0
9/30/1970,76,33,0,0
10/1/1970,69,32,0,0
10/2/1970,73,30,0,0
10/3/1970,73,30,0,0
10/4/1970,76,34,0,0
10/5/1970,74,34,0,0
10/6/1970,67,37,0,0
10/7/1970,65,23,0.07,T
10/8/1970,38,18,0.18,2
10/9/1970,56,16,0,0
10/10/1970,56,28,0.14,0
10/11/1970,62,28,0.06,0
10/12/1970,72,27,0,0
10/13/1970,70,32,0,0
10/14/1970,49,30,0.25,T
10/15/1970,51,20,0.01,0
10/16/1970,58,22,0,0
10/17/1970,55,24,0,0
10/18/1970,62,20,0,0
10/19/1970,58,20,0,0
10/20/1970,64,24,0,0
10/21/1970,59,31,0,0
10/22/1970,57,27,0,0
10/23/1970,64,24,T,0
10/24/1970,62,27,0,0
10/25/1970,55,26,0,0
10/26/1970,45,28,0.08,0.5
10/27/1970,40,18,0.07,0
10/28/1970,50,16,0,0
10/29/1970,56,30,0,0
10/30/1970,61,34,0,0
10/31/1970,55,21,0,0
11/1/1970,44,26,0.08,1
11/2/1970,38,22,0,0
11/3/1970,39,17,0.01,1
11/4/1970,55,11,0,0
11/5/1970,60,19,0,0
11/6/1970,64,29,0,0
11/7/1970,56,26,0,0
11/8/1970,52,30,0.06,0
11/9/1970,60,16,0,0
11/10/1970,59,25,0,0
11/11/1970,54,19,0.04,0
11/12/1970,52,23,0.04,0
11/13/1970,36,27,1.12,6
11/14/1970,37,19,0.21,2
11/15/1970,49,4,0,0
11/16/1970,60,24,0,0
11/17/1970,52,23,0,0
11/18/1970,47,20,0,0
11/19/1970,42,17,T,0
11/20/1970,60,21,0,0
11/21/1970,59,29,0,0
11/22/1970,47,19,0,0
11/23/1970,44,10,0,0
11/24/1970,66,29,0,0
11/25/1970,66,42,0,0
11/26/1970,57,34,T,0
11/27/1970,53,21,0.05,T
11/28/1970,53,29,0,0
11/29/1970,63,31,0,0
11/30/1970,53,37,0,0
12/1/1970,52,24,0,0
12/2/1970,51,31,0,0
12/3/1970,49,26,0,0
12/4/1970,56,34,0,0
12/5/1970,55,20,0,0
12/6/1970,64,20,0,0
12/7/1970,60,19,0,0
12/8/1970,60,30,0,0
12/9/1970,56,20,0,0
12/10/1970,50,23,0.04,0
12/11/1970,50,7,0,0
12/12/1970,48,14,0,0
12/13/1970,50,9,0,0
12/14/1970,50,14,0,0
12/15/1970,40,18,0,0
12/16/1970,52,8,0,0
12/17/1970,50,28,0,0
12/18/1970,43,17,0,0
12/19/1970,39,7,0,0
12/20/1970,44,11,0,0
12/21/1970,39,8,T,T
12/22/1970,38,13,0,0
12/23/1970,43,7,0,0
12/24/1970,39,11,0,0
12/25/1970,53,10,0,0
12/26/1970,50,12,0,0
12/27/1970,45,22,0,0
12/28/1970,42,14,0,0
12/29/1970,52,8,0,0
12/30/1970,46,21,0,0
12/31/1970,53,22,0,0
1/1/1971,55,17,0,0
1/2/1971,35,12,0.1,3
1/3/1971,13,2,0.11,1
1/4/1971,10,-12,0,0
1/5/1971,15,-22,0,0
1/6/1971,18,-28,0,0
1/7/1971,32,-22,0,0
1/8/1971,42,-7,0,0
1/9/1971,50,21,0,0
1/10/1971,54,12,0,0
1/11/1971,53,18,0,0
1/12/1971,48,32,0,0
1/13/1971,42,20,0,0
1/14/1971,40,7,0,0
1/15/1971,56,21,0,0
1/16/1971,62,31,0,0
1/17/1971,61,33,0,0
1/18/1971,55,26,T,0
1/19/1971,62,14,0,0
1/20/1971,67,24,0,0
1/21/1971,58,24,0,0
1/22/1971,45,25,0,0
1/23/1971,45,22,0,0
1/24/1971,51,17,0,0
1/25/1971,53,27,0,0
1/26/1971,62,25,0,0
1/27/1971,58,19,0,0
1/28/1971,59,10,0,0
1/29/1971,58,23,0,0
1/30/1971,60,43,0,0
1/31/1971,66,37,0,0
2/1/1971,60,19,0,0
2/2/1971,55,21,0,0
2/3/1971,45,24,0.09,1
2/4/1971,37,-2,0.31,5
2/5/1971,31,6,0,0
2/6/1971,30,-9,0,0
2/7/1971,35,-5,0,0
2/8/1971,33,4,0,0
2/9/1971,55,-5,0,0
2/10/1971,53,18,0,0
2/11/1971,52,30,0,0
2/12/1971,56,11,0,0
2/13/1971,61,15,0,0
2/14/1971,55,20,0,0
2/15/1971,58,16,0,0
2/16/1971,55,26,0,0
2/17/1971,52,16,0,0
2/18/1971,48,26,0.07,T
2/19/1971,48,15,0.01,T
2/20/1971,35,16,0.49,10
2/21/1971,20,2,0.03,T
2/22/1971,40,-17,0,0
2/23/1971,37,1,0,0
2/24/1971,48,-1,0,0
2/25/1971,48,27,0,0
2/26/1971,40,12,0,0
2/27/1971,29,-1,0,0
2/28/1971,28,-2,0,0
3/1/1971,28,1,0,0
3/2/1971,23,1,0.03,0.5
3/3/1971,52,-8,0,0
3/4/1971,49,20,0,0
3/5/1971,44,18,0.32,5
3/6/1971,32,-8,0.03,1
3/7/1971,50,-11,0,0
3/8/1971,51,14,0,0
3/9/1971,50,13,0,0
3/10/1971,51,15,0,0
3/11/1971,54,24,0,0
3/12/1971,59,17,0,0
3/13/1971,55,25,0,0
3/14/1971,51,23,0.16,4
3/15/1971,45,10,0,0
3/16/1971,47,10,0,0
3/17/1971,55,34,0,0
3/18/1971,40,6,0.06,0.5
3/19/1971,49,4,0,0
3/20/1971,61,5,0,0
3/21/1971,58,20,0,0
3/22/1971,55,22,0,0
3/23/1971,60,26,0,0
3/24/1971,56,26,0,0
3/25/1971,57,21,0,0
3/26/1971,72,27,0,0
3/27/1971,69,40,0,0
3/28/1971,65,28,0,0
3/29/1971,64,20,0,0
3/30/1971,71,23,0,0
3/31/1971,66,38,0,0
4/1/1971,44,17,0,M
4/2/1971,56,12,0,M
4/3/1971,54,22,0,M
4/4/1971,40,17,0.11,M
4/5/1971,35,12,0,M
4/6/1971,62,11,0,M
4/7/1971,63,28,0,M
4/8/1971,61,32,0,M
4/9/1971,63,27,0,M
4/10/1971,69,30,0,M
4/11/1971,68,27,0,M
4/12/1971,71,24,0,M
4/13/1971,61,29,0,M
4/14/1971,70,29,0,M
4/15/1971,65,33,0,M
4/16/1971,68,30,0,M
4/17/1971,66,33,0,M
4/18/1971,61,29,0,M
4/19/1971,53,34,0.26,M
4/20/1971,53,29,0.1,M
4/21/1971,56,26,0,M
4/22/1971,43,31,1.27,M
4/23/1971,50,31,0.05,M
4/24/1971,59,29,0,M
4/25/1971,58,34,T,M
4/26/1971,48,33,0.14,M
4/27/1971,55,27,0,M
4/28/1971,54,23,0,M
4/29/1971,56,25,0,M
4/30/1971,63,25,0,M
5/1/1971,69,26,0,0
5/2/1971,74,27,0,0
5/3/1971,74,33,0,0
5/4/1971,73,29,0,0
5/5/1971,64,37,0,0
5/6/1971,54,35,0,0
5/7/1971,53,34,0.17,0
5/8/1971,59,37,0.02,0
5/9/1971,51,33,T,0
5/10/1971,53,36,0.18,0
5/11/1971,47,34,0.07,0
5/12/1971,62,29,0,0
5/13/1971,71,28,0,0
5/14/1971,68,34,0.08,0
5/15/1971,70,32,T,0
5/16/1971,74,36,0,0
5/17/1971,69,37,0,0
5/18/1971,44,29,T,0
5/19/1971,47,21,0.04,0
5/20/1971,64,22,0,0
5/21/1971,72,27,0,0
5/22/1971,71,35,0,0
5/23/1971,65,35,0.3,0
5/24/1971,65,25,0.13,0
5/25/1971,72,30,0,0
5/26/1971,75,33,0,0
5/27/1971,75,30,0,0
5/28/1971,75,39,0,0
5/29/1971,65,44,0,0
5/30/1971,64,32,0.22,0
5/31/1971,68,33,0,0
6/1/1971,71,32,0,0
6/2/1971,73,34,0,0
6/3/1971,75,35,0,0
6/4/1971,74,40,0,0
6/5/1971,74,32,0,0
6/6/1971,78,45,0,0
6/7/1971,77,36,0,0
6/8/1971,73,39,0.09,0
6/9/1971,73,36,0.02,0
6/10/1971,70,36,0.01,0
6/11/1971,74,36,0,0
6/12/1971,74,40,0,0
6/13/1971,74,40,0,0
6/14/1971,77,36,0,0
6/15/1971,80,39,0,0
6/16/1971,80,46,0,0
6/17/1971,85,43,0,0
6/18/1971,82,43,0,0
6/19/1971,84,46,0,0
6/20/1971,82,45,0,0
6/21/1971,86,46,0,0
6/22/1971,85,46,0,0
6/23/1971,90,47,0,0
6/24/1971,90,47,0,0
6/25/1971,91,48,0,0
6/26/1971,89,48,0,0
6/27/1971,84,49,0,0
6/28/1971,84,50,0,0
6/29/1971,81,48,0,0
6/30/1971,75,49,0.02,0
7/1/1971,75,41,0.07,0
7/2/1971,79,49,0,0
7/3/1971,82,42,0,0
7/4/1971,85,41,0,0
7/5/1971,83,45,0,0
7/6/1971,82,45,0,0
7/7/1971,80,63,0.02,0
7/8/1971,74,46,0,0
7/9/1971,82,43,1.23,0
7/10/1971,86,44,0.04,0
7/11/1971,91,44,0,0
7/12/1971,93,46,0,0
7/13/1971,93,48,0,0
7/14/1971,86,61,0.08,0
7/15/1971,82,48,0.04,0
7/16/1971,87,48,0.31,0
7/17/1971,91,51,0,0
7/18/1971,87,52,0.65,0
7/19/1971,61,53,1.23,0
7/20/1971,78,45,0,0
7/21/1971,74,48,0.29,0
7/22/1971,72,48,0.53,0
7/23/1971,73,49,0.83,0
7/24/1971,74,44,0.1,0
7/25/1971,78,44,0.1,0
7/26/1971,76,49,0.13,0
7/27/1971,78,48,0.03,0
7/28/1971,75,45,0,0
7/29/1971,72,48,0.03,0
7/30/1971,76,41,0,0
7/31/1971,76,49,0,0
8/1/1971,79,39,0,0
8/2/1971,80,44,T,0
8/3/1971,83,42,0,0
8/4/1971,83,47,0,0
8/5/1971,82,44,0.02,0
8/6/1971,80,44,0,0
8/7/1971,77,42,0,0
8/8/1971,78,41,0,0
8/9/1971,81,42,0.21,0
8/10/1971,81,45,0,0
8/11/1971,81,48,0,0
8/12/1971,83,47,0.18,0
8/13/1971,81,45,0.01,0
8/14/1971,84,45,0,0
8/15/1971,84,45,0,0
8/16/1971,88,46,0,0
8/17/1971,87,46,0,0
8/18/1971,84,48,0,0
8/19/1971,77,51,0.12,0
8/20/1971,76,49,0.84,0
8/21/1971,85,48,0,0
8/22/1971,83,46,0,0
8/23/1971,85,49,0,0
8/24/1971,77,50,0.03,0
8/25/1971,85,49,0,0
8/26/1971,80,48,0.14,0
8/27/1971,79,52,0.02,0
8/28/1971,81,49,0.09,0
8/29/1971,79,51,0.12,0
8/30/1971,79,45,0.13,0
8/31/1971,81,45,0,0
9/1/1971,84,43,0,0
9/2/1971,81,45,0,0
9/3/1971,79,48,0,0
9/4/1971,75,37,0.08,0
9/5/1971,79,37,0,0
9/6/1971,84,33,0,0
9/7/1971,82,45,0,0
9/8/1971,79,44,0.35,0
9/9/1971,85,38,0,0
9/10/1971,81,38,0,0
9/11/1971,87,41,0,0
9/12/1971,84,43,0,0
9/13/1971,87,40,0,0
9/14/1971,82,38,0,0
9/15/1971,68,30,0,0
9/16/1971,62,36,0,0
9/17/1971,39,26,1.12,10
9/18/1971,40,25,0.29,2
9/19/1971,55,16,0,0
9/20/1971,62,25,0,0
9/21/1971,56,31,0.52,1
9/22/1971,53,30,0,0
9/23/1971,67,28,0,0
9/24/1971,68,29,0,0
9/25/1971,71,30,0,0
9/26/1971,74,35,0,0
9/27/1971,75,30,0,0
9/28/1971,72,32,0,0
9/29/1971,68,44,0,0
9/30/1971,72,51,0.01,0
10/1/1971,70,50,0,0
10/2/1971,56,38,0,0
10/3/1971,62,23,0,0
10/4/1971,71,24,0,0
10/5/1971,69,26,0,0
10/6/1971,73,29,0,0
10/7/1971,75,29,0,0
10/8/1971,75,29,0,0
10/9/1971,67,26,0,0
10/10/1971,77,26,0,0
10/11/1971,76,28,0,0
10/12/1971,74,36,0,0
10/13/1971,78,26,0,0
10/14/1971,75,34,0,0
10/15/1971,74,31,0,0
10/16/1971,68,30,0,0
10/17/1971,68,37,0.09,0
10/18/1971,50,37,0.06,0
10/19/1971,56,19,0,0
10/20/1971,68,20,0,0
10/21/1971,62,21,0,0
10/22/1971,60,33,0.02,0
10/23/1971,67,22,0,0
10/24/1971,64,29,0,0
10/25/1971,68,41,0,0
10/26/1971,63,28,0.12,0
10/27/1971,61,31,0,0
10/28/1971,59,19,0,0
10/29/1971,25,14,0.88,12
10/30/1971,45,3,0.15,2
10/31/1971,50,17,0,0
11/1/1971,51,20,0,0
11/2/1971,45,32,0,0
11/3/1971,61,18,0,0
11/4/1971,62,34,0,0
11/5/1971,52,29,0,0
11/6/1971,56,16,0,0
11/7/1971,59,14,0,0
11/8/1971,59,23,0,0
11/9/1971,60,18,0,0
11/10/1971,72,23,0,0
11/11/1971,65,29,0,0
11/12/1971,64,26,0,0
11/13/1971,52,29,0,0
11/14/1971,59,26,0,0
11/15/1971,51,22,0,0
11/16/1971,45,29,0.01,0
11/17/1971,41,22,0.17,2
11/18/1971,29,11,0.05,1
11/19/1971,52,3,0,0
11/20/1971,62,18,0,0
11/21/1971,51,21,0,0
11/22/1971,45,22,0.02,0.5
11/23/1971,40,17,0,0
11/24/1971,69,24,0,0
11/25/1971,56,24,0,0
11/26/1971,51,26,0,0
11/27/1971,52,26,0,0
11/28/1971,42,17,0,0
11/29/1971,43,12,0,0
11/30/1971,44,7,0,0
12/1/1971,38,12,0,0
12/2/1971,43,9,T,0
12/3/1971,42,12,0,0
12/4/1971,37,9,0,0
12/5/1971,47,6,0,0
12/6/1971,49,12,0,0
12/7/1971,39,11,0.07,2
12/8/1971,36,-4,0.01,T
12/9/1971,55,5,0,0
12/10/1971,37,11,0,0
12/11/1971,34,3,0,0
12/12/1971,39,1,0,0
12/13/1971,40,20,T,0
12/14/1971,38,0,0.2,4
12/15/1971,39,10,0,0
12/16/1971,34,-2,0,0
12/17/1971,47,3,0,0
12/18/1971,49,11,0,0
12/19/1971,49,18,0,0
12/20/1971,50,16,0,0
12/21/1971,47,18,0,0
12/22/1971,53,21,0,0
12/23/1971,57,44,0,0
12/24/1971,56,25,0,0
12/25/1971,58,46,0,0
12/26/1971,57,33,0,0
12/27/1971,50,22,0.05,T
12/28/1971,43,16,0,0
12/29/1971,40,16,0,0
12/30/1971,37,13,0,0
12/31/1971,50,1,0,0
1/1/1972,42,1,0,0
1/2/1972,45,22,0,0
1/3/1972,40,-2,0.35,M
1/4/1972,31,-23,T,T
1/5/1972,38,6,0,0
1/6/1972,54,15,0,0
1/7/1972,50,10,0,0
1/8/1972,47,16,0,0
1/9/1972,46,28,0,0
1/10/1972,38,30,0,0
1/11/1972,50,25,0,0
1/12/1972,47,13,0.17,2
1/13/1972,27,4,0.22,4
1/14/1972,32,-11,0,0
1/15/1972,53,-1,0,0
1/16/1972,53,8,0,0
1/17/1972,56,11,0,0
1/18/1972,49,27,0,0
1/19/1972,55,26,0,0
1/20/1972,53,21,0,0
1/21/1972,53,17,0,0
1/22/1972,51,35,0,0
1/23/1972,55,31,0,0
1/24/1972,49,19,0,0
1/25/1972,48,27,0,0
1/26/1972,51,23,0,0
1/27/1972,41,9,0,0
1/28/1972,36,5,0,0
1/29/1972,34,14,0,0
1/30/1972,40,-6,0,0
1/31/1972,43,-1,0,0
2/1/1972,40,1,0,0
2/2/1972,18,-7,0.02,0.5
2/3/1972,42,-7,0,0
2/4/1972,46,9,0,0
2/5/1972,50,14,0,0
2/6/1972,46,24,0,0
2/7/1972,46,4,0,0
2/8/1972,50,4,0,0
2/9/1972,50,16,0.01,T
2/10/1972,32,11,0.44,4
2/11/1972,46,-10,0.02,T
2/12/1972,45,13,0,0
2/13/1972,54,12,0,0
2/14/1972,49,18,0.07,2
2/15/1972,42,10,0,0
2/16/1972,52,33,0,0
2/17/1972,48,22,0,0
2/18/1972,58,26,0,0
2/19/1972,65,21,0,0
2/20/1972,62,18,0,0
2/21/1972,52,19,0,0
2/22/1972,58,26,0,0
2/23/1972,53,20,0,0
2/24/1972,51,20,0,0
2/25/1972,47,19,0.11,2
2/26/1972,55,1,0,0
2/27/1972,55,24,0,0
2/28/1972,65,24,0,0
2/29/1972,60,29,0,0
3/1/1972,53,23,0,0
3/2/1972,54,20,0,0
3/3/1972,54,39,0.05,0
3/4/1972,48,21,0,0
3/5/1972,63,20,0,0
3/6/1972,67,28,0,0
3/7/1972,61,35,0,0
3/8/1972,65,22,0,0
3/9/1972,68,22,0,0
3/10/1972,72,23,0,0
3/11/1972,67,30,0,0
3/12/1972,66,24,0,0
3/13/1972,66,26,0,0
3/14/1972,61,25,0,0
3/15/1972,49,14,0.4,2
3/16/1972,64,21,0,0
3/17/1972,64,27,0,0
3/18/1972,68,24,0,0
3/19/1972,65,25,0,0
3/20/1972,56,21,0,0
3/21/1972,65,19,0,0
3/22/1972,68,22,0,0
3/23/1972,61,26,0,0
3/24/1972,54,22,0,0
3/25/1972,66,24,0,0
3/26/1972,62,M,0,0
3/27/1972,56,18,0.32,3
3/28/1972,33,16,0.54,4
3/29/1972,36,-2,0.02,0
3/30/1972,38,1,0,0
3/31/1972,44,13,0,0
4/1/1972,54,16,0,0
4/2/1972,53,17,0,0
4/3/1972,52,20,0,0
4/4/1972,60,21,0,0
4/5/1972,67,27,0,0
4/6/1972,67,45,0,0
4/7/1972,65,26,0,0
4/8/1972,63,28,0,0
4/9/1972,70,26,0,0
4/10/1972,71,26,0,0
4/11/1972,65,46,0,0
4/12/1972,63,47,0,0
4/13/1972,58,43,0,0
4/14/1972,54,29,0.04,0
4/15/1972,53,26,0.05,0
4/16/1972,62,21,0,0
4/17/1972,68,46,0,0
4/18/1972,64,34,0,0
4/19/1972,46,30,0,0
4/20/1972,49,30,T,0
4/21/1972,58,18,0.02,0
4/22/1972,63,26,0,0
4/23/1972,60,24,0,0
4/24/1972,65,23,0,0
4/25/1972,64,24,0,0
4/26/1972,60,29,1.06,8
4/27/1972,46,20,T,T
4/28/1972,56,26,0,0
4/29/1972,67,27,0,0
4/30/1972,63,28,0,0
