Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
2,1640,1640,0,1198.94,1109.64,89.3,10/17/2023
3,1650,1650,0,1198.93,1109.66,89.27,10/17/2023
4,1640,1640,0,1198.91,1109.63,89.28,10/17/2023
5,1640,1640,0,1198.89,1109.66,89.23,10/17/2023
6,1650,1650,0,1198.87,1109.65,89.22,10/17/2023
7,1630,1630,0,1198.85,1109.64,89.21,10/17/2023
8,1640,1640,0,1198.84,1109.62,89.22,10/17/2023
9,1640,1640,0,1198.83,1109.69,89.14,10/17/2023
10,1650,1650,0,1198.8,1109.59,89.21,10/17/2023
11,1640,1640,0,1198.78,1109.66,89.12,10/17/2023
12,1650,1650,0,1198.75,1109.64,89.11,10/17/2023
13,1630,1630,0,1198.73,1109.59,89.14,10/17/2023
14,1630,1630,0,1197.92,1109.62,88.3,10/17/2023
15,1640,1640,0,1196.76,1109.63,87.13,10/17/2023
16,1630,1630,0,1195.55,1109.66,85.89,10/17/2023
17,1630,1630,0,1194.31,1109.61,84.7,10/17/2023
18,1600,1600,0,1193.05,1109.57,83.48,10/17/2023
19,1600,1600,0,1193.9,1109.59,84.31,10/17/2023
20,1600,1600,0,1194.96,1109.62,85.34,10/17/2023
21,1630,1630,0,1196.67,1109.64,87.03,10/17/2023
22,1640,1640,0,1198.84,1109.66,89.18,10/17/2023
23,1640,1640,0,1199.03,1109.63,89.4,10/17/2023
24,1630,1630,0,1199.02,1109.64,89.38,10/17/2023
,,,,,,,10/17/2023
AVG,1633,1633,0,1197.71,1109.63,88.08,10/17/2023
,,,,,,,10/17/2023
MAX,1650,1650,0,1199.03,1109.69,89.4,10/17/2023
MIN,1600,1600,0,1193.05,1109.57,83.48,10/17/2023
1,1630,1630,0,1199,1109.62,89.38,10/18/2023
2,1640,1640,0,1198.99,1109.64,89.35,10/18/2023
3,1630,1630,0,1198.97,1109.64,89.33,10/18/2023
4,1640,1640,0,1198.95,1109.63,89.32,10/18/2023
5,1640,1640,0,1198.92,1109.6,89.32,10/18/2023
6,1650,1650,0,1198.89,1109.7,89.19,10/18/2023
7,1660,1660,0,1198.85,1109.7,89.15,10/18/2023
8,1630,1630,0,1198.82,1109.66,89.16,10/18/2023
9,1660,1660,0,1198.76,1109.63,89.13,10/18/2023
10,1640,1640,0,1198.72,1109.66,89.06,10/18/2023
11,1650,1650,0,1198.68,1109.61,89.07,10/18/2023
12,1640,1640,0,1198.64,1109.67,88.97,10/18/2023
13,1650,1650,0,1198.6,1109.63,88.97,10/18/2023
14,1640,1640,0,1197.77,1109.7,88.07,10/18/2023
15,1650,1650,0,1196.59,1109.63,86.96,10/18/2023
16,1640,1640,0,1195.36,1109.65,85.71,10/18/2023
17,1630,1630,0,1194.11,1109.62,84.49,10/18/2023
18,1610,1610,0,1192.84,1109.6,83.24,10/18/2023
19,1600,1600,0,1193.71,1109.57,84.14,10/18/2023
20,1600,1600,0,1194.78,1109.59,85.19,10/18/2023
21,1610,1610,0,1197.07,1109.63,87.44,10/18/2023
22,1630,1630,0,1199.19,1109.66,89.53,10/18/2023
23,1630,1630,0,1199.34,1109.61,89.73,10/18/2023
24,1630,1630,0,1199.32,1109.65,89.67,10/18/2023
,,,,,,,10/18/2023
AVG,1635,1635,0,1197.7,1109.64,88.07,10/18/2023
,,,,,,,10/18/2023
MAX,1660,1660,0,1199.34,1109.7,89.73,10/18/2023
MIN,1600,1600,0,1192.84,1109.57,83.24,10/18/2023
1,1640,1640,0,1199.29,1109.65,89.64,10/19/2023
2,1630,1630,0,1199.26,1109.65,89.61,10/19/2023
3,1650,1650,0,1199.23,1109.61,89.62,10/19/2023
4,1630,1630,0,1199.2,1109.64,89.56,10/19/2023
5,1640,1640,0,1199.16,1109.66,89.5,10/19/2023
6,1650,1650,0,1199.13,1109.63,89.5,10/19/2023
7,1630,1630,0,1199.09,1109.65,89.44,10/19/2023
8,1610,1610,0,1199.06,1109.64,89.42,10/19/2023
9,1630,1630,0,1199.03,1109.61,89.42,10/19/2023
10,1630,1630,0,1199,1109.66,89.34,10/19/2023
11,1630,1630,0,1198.96,1109.62,89.34,10/19/2023
12,1630,1630,0,1198.93,1109.62,89.31,10/19/2023
13,1630,1630,0,1198.88,1109.64,89.24,10/19/2023
14,1630,1630,0,1197.8,1109.61,88.19,10/19/2023
15,1630,1630,0,1196.63,1109.62,87.01,10/19/2023
16,1600,1600,0,1195.41,1109.66,85.75,10/19/2023
17,1630,1630,0,1194.18,1109.6,84.58,10/19/2023
18,1590,1590,0,1192.92,1109.56,83.36,10/19/2023
19,1600,1600,0,1193.79,1109.59,84.2,10/19/2023
20,1590,1590,0,1194.86,1109.6,85.26,10/19/2023
21,1630,1630,0,1197.16,1109.63,87.53,10/19/2023
22,1630,1630,0,1199.29,1109.62,89.67,10/19/2023
23,1640,1640,0,1199.43,1109.65,89.78,10/19/2023
24,1610,1610,0,1199.41,1109.64,89.77,10/19/2023
,,,,,,,10/19/2023
AVG,1625,1625,0,1197.88,1109.63,88.25,10/19/2023
,,,,,,,10/19/2023
MAX,1650,1650,0,1199.43,1109.66,89.78,10/19/2023
MIN,1590,1590,0,1192.92,1109.56,83.36,10/19/2023
1,1630,1630,0,1199.38,1109.67,89.71,10/20/2023
2,1640,1640,0,1199.36,1109.61,89.75,10/20/2023
3,1630,1630,0,1199.3,1109.6,89.7,10/20/2023
4,1630,1630,0,1199.23,1109.6,89.63,10/20/2023
5,1640,1640,0,1199.15,1109.62,89.53,10/20/2023
6,1640,1640,0,1199.08,1109.6,89.48,10/20/2023
7,1630,1630,0,1199,1109.6,89.4,10/20/2023
8,1580,1580,0,1198.94,1109.59,89.35,10/20/2023
9,1600,1600,0,1198.88,1109.59,89.29,10/20/2023
10,1610,1610,0,1198.82,1109.63,89.19,10/20/2023
11,1610,1610,0,1198.75,1109.6,89.15,10/20/2023
12,1610,1610,0,1198.68,1109.61,89.07,10/20/2023
13,1610,1610,0,1198.6,1109.59,89.01,10/20/2023
14,1610,1610,0,1198.32,1109.6,88.72,10/20/2023
15,1610,1610,0,1197.21,1109.61,87.6,10/20/2023
16,1600,1600,0,1196.02,1109.61,86.41,10/20/2023
17,1610,1610,0,1194.79,1109.55,85.24,10/20/2023
18,1580,1580,0,1193.55,1109.58,83.97,10/20/2023
19,1580,1580,0,1194.42,1109.58,84.84,10/20/2023
20,1600,1600,0,1196.68,1109.61,87.07,10/20/2023
21,1630,1630,0,1198.76,1109.61,89.15,10/20/2023
22,1610,1610,0,1198.86,1109.62,89.24,10/20/2023
23,1610,1610,0,1198.78,1109.59,89.19,10/20/2023
24,1610,1610,0,1198.69,1109.61,89.08,10/20/2023
,,,,,,,10/20/2023
AVG,1613,1613,0,1198.05,1109.6,88.45,10/20/2023
,,,,,,,10/20/2023
MAX,1640,1640,0,1199.38,1109.67,89.75,10/20/2023
MIN,1580,1580,0,1193.55,1109.55,83.97,10/20/2023
1,1610,1610,0,1198.59,1109.64,88.95,10/21/2023
2,1600,1600,0,1198.5,1109.6,88.9,10/21/2023
3,1600,1600,0,1198.4,1109.57,88.83,10/21/2023
4,1610,1610,0,1198.39,1109.6,88.79,10/21/2023
5,1600,1600,0,1198.39,1109.58,88.81,10/21/2023
6,1630,1630,0,1198.38,1109.61,88.77,10/21/2023
7,1600,1600,0,1198.38,1109.58,88.8,10/21/2023
8,1600,1600,0,1198.36,1109.59,88.77,10/21/2023
9,1610,1610,0,1198.36,1109.6,88.76,10/21/2023
10,1600,1600,0,1198.33,1109.65,88.68,10/21/2023
11,1600,1600,0,1198.32,1109.58,88.74,10/21/2023
12,1610,1610,0,1198.31,1109.58,88.73,10/21/2023
13,1610,1610,0,1198.29,1109.58,88.71,10/21/2023
14,1630,1630,0,1198.27,1109.62,88.65,10/21/2023
15,1610,1610,0,1197.22,1109.6,87.62,10/21/2023
16,1600,1600,0,1196.02,1109.61,86.41,10/21/2023
17,1610,1610,0,1194.8,1109.57,85.23,10/21/2023
18,1590,1590,0,1193.55,1109.59,83.96,10/21/2023
19,1580,1580,0,1194.43,1109.55,84.88,10/21/2023
20,1610,1610,0,1196.73,1109.61,87.12,10/21/2023
21,1630,1630,0,1198.86,1109.63,89.23,10/21/2023
22,1610,1610,0,1198.97,1109.59,89.38,10/21/2023
23,1610,1610,0,1198.91,1109.65,89.26,10/21/2023
24,1600,1600,0,1198.85,1109.63,89.22,10/21/2023
,,,,,,,10/21/2023
AVG,1607,1607,0,1197.73,1109.6,88.13,10/21/2023
,,,,,,,10/21/2023
MAX,1630,1630,0,1198.97,1109.65,89.38,10/21/2023
MIN,1580,1580,0,1193.55,1109.55,83.96,10/21/2023
1,1600,1600,0,1198.8,1109.62,89.18,10/22/2023
2,1610,1610,0,1198.72,1109.58,89.14,10/22/2023
3,1610,1610,0,1198.64,1109.62,89.02,10/22/2023
4,1630,1630,0,1198.57,1109.64,88.93,10/22/2023
5,1610,1610,0,1198.49,1109.6,88.89,10/22/2023
6,1610,1610,0,1198.41,1109.62,88.79,10/22/2023
7,1600,1600,0,1198.34,1109.66,88.68,10/22/2023
8,1610,1610,0,1198.26,1109.59,88.67,10/22/2023
9,1600,1600,0,1198.19,1109.61,88.58,10/22/2023
10,1630,1630,0,1198.14,1109.61,88.53,10/22/2023
11,1610,1610,0,1198.14,1109.62,88.52,10/22/2023
12,1590,1590,0,1198.17,1109.58,88.59,10/22/2023
13,1590,1590,0,1198.21,1109.62,88.59,10/22/2023
14,1600,1600,0,1198.24,1109.61,88.63,10/22/2023
15,1610,1610,0,1197.18,1109.59,87.59,10/22/2023
16,1600,1600,0,1195.98,1109.62,86.36,10/22/2023
17,1600,1600,0,1194.75,1109.6,85.15,10/22/2023
18,1590,1590,0,1193.51,1109.55,83.96,10/22/2023
19,1590,1590,0,1194.39,1109.56,84.83,10/22/2023
20,1590,1590,0,1196.66,1109.62,87.04,10/22/2023
21,1610,1610,0,1198.8,1109.58,89.22,10/22/2023
22,1610,1610,0,1198.92,1109.61,89.31,10/22/2023
23,1600,1600,0,1198.87,1109.64,89.23,10/22/2023
24,1600,1600,0,1198.81,1109.59,89.22,10/22/2023
,,,,,,,10/22/2023
AVG,1604,1604,0,1197.72,1109.61,88.11,10/22/2023
,,,,,,,10/22/2023
MAX,1630,1630,0,1198.92,1109.66,89.31,10/22/2023
MIN,1590,1590,0,1193.51,1109.55,83.96,10/22/2023
1,1610,1610,0,1198.73,1109.56,89.17,10/23/2023
2,1610,1610,0,1198.66,1109.61,89.05,10/23/2023
3,1610,1610,0,1198.58,1109.6,88.98,10/23/2023
4,1600,1600,0,1198.5,1109.62,88.88,10/23/2023
5,1630,1630,0,1198.42,1109.62,88.8,10/23/2023
6,1630,1630,0,1198.35,1109.63,88.72,10/23/2023
7,1610,1610,0,1198.3,1109.61,88.69,10/23/2023
8,1600,1600,0,1198.28,1109.62,88.66,10/23/2023
9,1600,1600,0,1198.28,1109.65,88.63,10/23/2023
10,1630,1630,0,1198.26,1109.59,88.67,10/23/2023
11,1610,1610,0,1198.24,1109.57,88.67,10/23/2023
12,1610,1610,0,1198.22,1109.59,88.63,10/23/2023
13,1610,1610,0,1198.2,1109.63,88.57,10/23/2023
14,1600,1600,0,1198.2,1109.63,88.57,10/23/2023
15,1600,1600,0,1197.08,1109.56,87.52,10/23/2023
16,1610,1610,0,1195.91,1109.66,86.25,10/23/2023
17,1600,1600,0,1194.68,1109.56,85.12,10/23/2023
18,1590,1590,0,1193.44,1109.59,83.85,10/23/2023
19,1590,1590,0,1194.35,1109.55,84.8,10/23/2023
20,1610,1610,0,1196.71,1109.58,87.13,10/23/2023
21,1610,1610,0,1198.9,1109.68,89.22,10/23/2023
22,1610,1610,0,1199.06,1109.66,89.4,10/23/2023
23,1610,1610,0,1199.04,1109.6,89.44,10/23/2023
24,1630,1630,0,1199.01,1109.63,89.38,10/23/2023
,,,,,,,10/23/2023
AVG,1609,1609,0,1197.73,1109.61,88.12,10/23/2023
,,,,,,,10/23/2023
MAX,1630,1630,0,1199.06,1109.68,89.44,10/23/2023
MIN,1590,1590,0,1193.44,1109.55,83.85,10/23/2023
1,1610,1610,0,1198.97,1109.65,89.32,10/24/2023
2,1630,1630,0,1198.93,1109.68,89.25,10/24/2023
3,1600,1600,0,1198.92,1109.58,89.34,10/24/2023
4,1630,1630,0,1198.93,1109.63,89.3,10/24/2023
5,1630,1630,0,1198.92,1109.63,89.29,10/24/2023
6,1640,1640,0,1198.92,1109.59,89.33,10/24/2023
7,1630,1630,0,1198.92,1109.65,89.27,10/24/2023
8,1600,1600,0,1198.91,1109.64,89.27,10/24/2023
9,1610,1610,0,1198.91,1109.56,89.35,10/24/2023
10,1610,1610,0,1198.91,1109.62,89.29,10/24/2023
11,1630,1630,0,1198.91,1109.6,89.31,10/24/2023
12,1600,1600,0,1198.9,1109.64,89.26,10/24/2023
13,1630,1630,0,1198.89,1109.65,89.24,10/24/2023
14,1610,1610,0,1198.88,1109.57,89.31,10/24/2023
15,1630,1630,0,1198.87,1109.63,89.24,10/24/2023
16,1630,1630,0,1198.86,1109.62,89.24,10/24/2023
17,1640,1640,0,1198.85,1109.59,89.26,10/24/2023
18,1630,1630,0,1198.84,1109.63,89.21,10/24/2023
19,1610,1610,0,1198.82,1109.64,89.18,10/24/2023
20,1630,1630,0,1198.8,1109.62,89.18,10/24/2023
21,1610,1610,0,1198.78,1109.61,89.17,10/24/2023
22,1610,1610,0,1198.78,1109.62,89.16,10/24/2023
23,1610,1610,0,1198.77,1109.61,89.16,10/24/2023
24,1630,1630,0,1198.77,1109.64,89.13,10/24/2023
,,,,,,,10/24/2023
AVG,1620,1620,0,1198.87,1109.62,89.25,10/24/2023
,,,,,,,10/24/2023
MAX,1640,1640,0,1198.97,1109.68,89.35,10/24/2023
MIN,1600,1600,0,1198.77,1109.56,89.13,10/24/2023
1,1630,1630,0,1198.77,1109.57,89.2,10/25/2023
2,1610,1610,0,1198.79,1109.63,89.16,10/25/2023
3,1610,1610,0,1198.81,1109.61,89.2,10/25/2023
4,1630,1630,0,1198.84,1109.62,89.22,10/25/2023
5,1610,1610,0,1198.85,1109.57,89.28,10/25/2023
6,1640,1640,0,1198.85,1109.57,89.28,10/25/2023
7,1630,1630,0,1198.86,1109.62,89.24,10/25/2023
8,1610,1610,0,1198.86,1109.65,89.21,10/25/2023
9,1630,1630,0,1198.86,1109.6,89.26,10/25/2023
10,1640,1640,0,1198.85,1109.61,89.24,10/25/2023
11,1630,1630,0,1198.85,1109.59,89.26,10/25/2023
12,1630,1630,0,1198.85,1109.62,89.23,10/25/2023
13,1610,1610,0,1198.84,1109.6,89.24,10/25/2023
14,1630,1630,0,1198.87,1109.61,89.26,10/25/2023
15,1630,1630,0,1198.86,1109.64,89.22,10/25/2023
16,1640,1640,0,1198.87,1109.63,89.24,10/25/2023
17,1650,1650,0,1198.86,1109.63,89.23,10/25/2023
18,1650,1650,0,1198.87,1109.62,89.25,10/25/2023
19,1650,1650,0,1198.88,1109.63,89.25,10/25/2023
20,1650,1650,0,1198.88,1109.61,89.27,10/25/2023
21,1650,1650,0,1198.88,1109.65,89.23,10/25/2023
22,1640,1640,0,1198.88,1109.61,89.27,10/25/2023
23,1610,1610,0,1198.88,1109.62,89.26,10/25/2023
24,1630,1630,0,1198.87,1109.65,89.22,10/25/2023
,,,,,,,10/25/2023
AVG,1631,1631,0,1198.85,1109.62,89.24,10/25/2023
,,,,,,,10/25/2023
MAX,1650,1650,0,1198.88,1109.65,89.28,10/25/2023
MIN,1610,1610,0,1198.77,1109.57,89.16,10/25/2023
1,1610,1610,0,1198.87,1109.59,89.28,10/26/2023
2,1630,1630,0,1198.86,1109.63,89.23,10/26/2023
3,1630,1630,0,1198.85,1109.61,89.24,10/26/2023
4,1630,1630,0,1198.84,1109.58,89.26,10/26/2023
5,1640,1640,0,1198.83,1109.65,89.18,10/26/2023
6,1630,1630,0,1198.8,1109.64,89.16,10/26/2023
7,1640,1640,0,1198.78,1109.66,89.12,10/26/2023
8,1610,1610,0,1198.76,1109.63,89.13,10/26/2023
9,1610,1610,0,1198.74,1109.6,89.14,10/26/2023
10,1610,1610,0,1198.72,1109.63,89.09,10/26/2023
11,1610,1610,0,1198.7,1109.61,89.09,10/26/2023
12,1630,1630,0,1198.68,1109.62,89.06,10/26/2023
13,1630,1630,0,1198.65,1109.64,89.01,10/26/2023
14,1610,1610,0,1198.62,1109.57,89.05,10/26/2023
15,1610,1610,0,1198.6,1109.6,89,10/26/2023
16,1630,1630,0,1198.62,1109.59,89.03,10/26/2023
17,1640,1640,0,1198.63,1109.65,88.98,10/26/2023
18,1640,1640,0,1198.65,1109.61,89.04,10/26/2023
19,1630,1630,0,1198.67,1109.61,89.06,10/26/2023
20,1630,1630,0,1198.7,1109.65,89.05,10/26/2023
21,1630,1630,0,1198.72,1109.63,89.09,10/26/2023
22,1600,1600,0,1198.75,1109.6,89.15,10/26/2023
23,1630,1630,0,1198.77,1109.62,89.15,10/26/2023
24,1610,1610,0,1198.8,1109.6,89.2,10/26/2023
,,,,,,,10/26/2023
AVG,1624,1624,0,1198.73,1109.62,89.12,10/26/2023
,,,,,,,10/26/2023
MAX,1640,1640,0,1198.87,1109.66,89.28,10/26/2023
MIN,1600,1600,0,1198.6,1109.57,88.98,10/26/2023
1,1610,1610,0,1198.82,1109.64,89.18,10/27/2023
2,1630,1630,0,1198.84,1109.62,89.22,10/27/2023
3,1630,1630,0,1198.85,1109.59,89.26,10/27/2023
4,1630,1630,0,1198.86,1109.61,89.25,10/27/2023
5,1630,1630,0,1198.87,1109.56,89.31,10/27/2023
6,1630,1630,0,1198.88,1109.6,89.28,10/27/2023
7,1640,1640,0,1198.87,1109.63,89.24,10/27/2023
8,1610,1610,0,1198.88,1109.59,89.29,10/27/2023
9,1600,1600,0,1198.89,1109.59,89.3,10/27/2023
10,1610,1610,0,1198.9,1109.65,89.25,10/27/2023
11,1610,1610,0,1198.91,1109.62,89.29,10/27/2023
12,1630,1630,0,1198.91,1109.6,89.31,10/27/2023
13,1610,1610,0,1198.91,1109.62,89.29,10/27/2023
14,1610,1610,0,1198.91,1109.65,89.26,10/27/2023
15,1640,1640,0,1198.91,1109.61,89.3,10/27/2023
16,1630,1630,0,1198.91,1109.65,89.26,10/27/2023
17,1640,1640,0,1198.9,1109.59,89.31,10/27/2023
18,1630,1630,0,1198.9,1109.65,89.25,10/27/2023
19,1630,1630,0,1198.89,1109.64,89.25,10/27/2023
20,1640,1640,0,1198.89,1109.63,89.26,10/27/2023
21,1630,1630,0,1198.88,1109.61,89.27,10/27/2023
22,1630,1630,0,1198.87,1109.67,89.2,10/27/2023
23,1630,1630,0,1198.87,1109.63,89.24,10/27/2023
24,1630,1630,0,1198.86,1109.63,89.23,10/27/2023
,,,,,,,10/27/2023
AVG,1625,1625,0,1198.88,1109.62,89.26,10/27/2023
,,,,,,,10/27/2023
MAX,1640,1640,0,1198.91,1109.67,89.31,10/27/2023
MIN,1600,1600,0,1198.82,1109.56,89.18,10/27/2023
1,1610,1610,0,1198.85,1109.59,89.26,10/28/2023
2,1630,1630,0,1198.85,1109.61,89.24,10/28/2023
3,1630,1630,0,1198.82,1109.66,89.16,10/28/2023
4,1640,1640,0,1198.81,1109.62,89.19,10/28/2023
5,1640,1640,0,1198.79,1109.63,89.16,10/28/2023
6,1640,1640,0,1198.77,1109.64,89.13,10/28/2023
7,1610,1610,0,1198.75,1109.65,89.1,10/28/2023
8,1610,1610,0,1198.74,1109.56,89.18,10/28/2023
9,1580,1580,0,1198.75,1109.54,89.21,10/28/2023
10,1580,1580,0,1198.8,1109.55,89.25,10/28/2023
11,1600,1600,0,1198.8,1109.58,89.22,10/28/2023
12,1590,1590,0,1198.82,1109.58,89.24,10/28/2023
13,1580,1580,0,1198.85,1109.55,89.3,10/28/2023
14,1570,1570,0,1198.86,1109.54,89.32,10/28/2023
15,1580,1580,0,1198.89,1109.56,89.33,10/28/2023
16,1610,1610,0,1198.9,1109.6,89.3,10/28/2023
17,1630,1630,0,1198.9,1109.61,89.29,10/28/2023
18,1610,1610,0,1198.9,1109.61,89.29,10/28/2023
19,1600,1600,0,1198.9,1109.56,89.34,10/28/2023
20,1590,1590,0,1198.91,1109.58,89.33,10/28/2023
21,1600,1600,0,1198.91,1109.58,89.33,10/28/2023
22,1600,1600,0,1198.92,1109.61,89.31,10/28/2023
23,1600,1600,0,1198.92,1109.64,89.28,10/28/2023
24,1590,1590,0,1198.91,1109.64,89.27,10/28/2023
,,,,,,,10/28/2023
AVG,1605,1605,0,1198.85,1109.6,89.25,10/28/2023
,,,,,,,10/28/2023
MAX,1640,1640,0,1198.92,1109.66,89.34,10/28/2023
MIN,1570,1570,0,1198.74,1109.54,89.1,10/28/2023
1,1600,1600,0,1198.92,1109.6,89.32,10/29/2023
2,1600,1600,0,1198.92,1109.6,89.32,10/29/2023
3,1610,1610,0,1198.91,1109.57,89.34,10/29/2023
4,1610,1610,0,1198.91,1109.58,89.33,10/29/2023
5,1600,1600,0,1198.9,1109.6,89.3,10/29/2023
6,1600,1600,0,1198.89,1109.6,89.29,10/29/2023
7,1600,1600,0,1198.89,1109.62,89.27,10/29/2023
8,1600,1600,0,1198.89,1109.56,89.33,10/29/2023
9,1590,1590,0,1198.91,1109.57,89.34,10/29/2023
10,1590,1590,0,1198.91,1109.58,89.33,10/29/2023
11,1600,1600,0,1198.91,1109.61,89.3,10/29/2023
12,1600,1600,0,1198.9,1109.6,89.3,10/29/2023
13,1600,1600,0,1198.89,1109.61,89.28,10/29/2023
14,1610,1610,0,1198.88,1109.61,89.27,10/29/2023
15,1600,1600,0,1198.87,1109.6,89.27,10/29/2023
16,1610,1610,0,1198.87,1109.62,89.25,10/29/2023
17,1610,1610,0,1198.86,1109.62,89.24,10/29/2023
18,1580,1580,0,1198.87,1109.57,89.3,10/29/2023
19,1580,1580,0,1198.88,1109.56,89.32,10/29/2023
20,1580,1580,0,1198.9,1109.56,89.34,10/29/2023
21,1590,1590,0,1198.91,1109.59,89.32,10/29/2023
22,1590,1590,0,1198.92,1109.55,89.37,10/29/2023
23,1590,1590,0,1198.92,1109.61,89.31,10/29/2023
24,1590,1590,0,1198.93,1109.56,89.37,10/29/2023
,,,,,,,10/29/2023
AVG,1597,1597,0,1198.9,1109.59,89.31,10/29/2023
,,,,,,,10/29/2023
MAX,1610,1610,0,1198.93,1109.62,89.37,10/29/2023
MIN,1580,1580,0,1198.86,1109.55,89.24,10/29/2023
1,1600,1600,0,1198.92,1109.57,89.35,10/30/2023
2,1600,1600,0,1198.91,1109.62,89.29,10/30/2023
3,1600,1600,0,1198.91,1109.61,89.3,10/30/2023
4,1600,1600,0,1198.9,1109.6,89.3,10/30/2023
5,1610,1610,0,1198.88,1109.59,89.29,10/30/2023
6,1610,1610,0,1198.87,1109.63,89.24,10/30/2023
7,1610,1610,0,1198.85,1109.57,89.28,10/30/2023
8,1590,1590,0,1198.84,1109.59,89.25,10/30/2023
9,1590,1590,0,1198.84,1109.59,89.25,10/30/2023
10,1590,1590,0,1198.84,1109.58,89.26,10/30/2023
11,1590,1590,0,1198.84,1109.62,89.22,10/30/2023
12,1600,1600,0,1198.83,1109.54,89.29,10/30/2023
13,1600,1600,0,1198.84,1109.58,89.26,10/30/2023
14,1910,650,1260,1198.75,1109.97,88.78,10/30/2023
15,1830,640,1190,1198.59,1109.84,88.75,10/30/2023
16,1740,1740,0,1198.48,1109.75,88.73,10/30/2023
17,1680,1680,0,1198.47,1109.68,88.79,10/30/2023
18,1600,1600,0,1198.49,1109.57,88.92,10/30/2023
19,1590,1590,0,1198.55,1109.59,88.96,10/30/2023
20,1600,1600,0,1198.6,1109.58,89.02,10/30/2023
21,1600,1600,0,1198.64,1109.58,89.06,10/30/2023
22,1600,1600,0,1198.7,1109.61,89.09,10/30/2023
23,1590,1590,0,1198.75,1109.61,89.14,10/30/2023
24,1600,1600,0,1198.81,1109.61,89.2,10/30/2023
,,,,,,,10/30/2023
AVG,1630,1528,102,1198.75,1109.63,89.13,10/30/2023
,,,,,,,10/30/2023
MAX,1910,1740,1260,1198.92,1109.97,89.35,10/30/2023
MIN,1590,640,0,1198.47,1109.54,88.73,10/30/2023
1,1590,1590,0,1198.86,1109.59,89.27,10/31/2023
2,1600,1600,0,1198.9,1109.59,89.31,10/31/2023
3,1590,1590,0,1198.93,1109.57,89.36,10/31/2023
4,1590,1590,0,1198.98,1109.54,89.44,10/31/2023
5,1600,1600,0,1199.02,1109.58,89.44,10/31/2023
6,1610,1610,0,1199.05,1109.57,89.48,10/31/2023
7,1610,1610,0,1199.07,1109.62,89.45,10/31/2023
8,1590,1590,0,1199.09,1109.61,89.48,10/31/2023
9,1610,1610,0,1199.12,1109.58,89.54,10/31/2023
10,1630,1630,0,1199.13,1109.63,89.5,10/31/2023
11,1630,1630,0,1199.14,1109.59,89.55,10/31/2023
12,1630,1630,0,1199.16,1109.61,89.55,10/31/2023
13,1630,1630,0,1199.15,1109.58,89.57,10/31/2023
14,1600,1600,0,1199.16,1109.62,89.54,10/31/2023
15,1600,1600,0,1199.18,1109.63,89.55,10/31/2023
16,1640,1640,0,1199.2,1109.63,89.57,10/31/2023
17,1640,1640,0,1199.2,1109.65,89.55,10/31/2023
18,1630,1630,0,1199.2,1109.59,89.61,10/31/2023
19,1630,1630,0,1199.22,1109.64,89.58,10/31/2023
20,1640,1640,0,1199.22,1109.61,89.61,10/31/2023
21,1650,1650,0,1199.21,1109.59,89.62,10/31/2023
22,1640,1640,0,1199.21,1109.63,89.58,10/31/2023
23,1630,1630,0,1199.21,1109.65,89.56,10/31/2023
24,1640,1640,0,1199.21,1109.64,89.57,10/31/2023
,,,,,,,10/31/2023
AVG,1619,1619,0,1199.12,1109.61,89.51,10/31/2023
,,,,,,,10/31/2023
MAX,1650,1650,0,1199.22,1109.65,89.62,10/31/2023
MIN,1590,1590,0,1198.86,1109.54,89.27,10/31/2023
1,1640,1640,0,1199.2,1109.64,89.56,11/1/2023
2,1640,1640,0,1199.19,1109.66,89.53,11/1/2023
3,1640,1640,0,1199.18,1109.66,89.52,11/1/2023
4,1640,1640,0,1199.18,1109.65,89.53,11/1/2023
5,1640,1640,0,1199.17,1109.66,89.51,11/1/2023
6,1640,1640,0,1199.16,1109.66,89.5,11/1/2023
7,1650,1650,0,1199.16,1109.66,89.5,11/1/2023
8,1630,1630,0,1199.14,1109.64,89.5,11/1/2023
9,1630,1630,0,1199.14,1109.59,89.55,11/1/2023
10,1630,1630,0,1199.12,1109.63,89.49,11/1/2023
11,1630,1630,0,1199.12,1109.58,89.54,11/1/2023
12,1630,1630,0,1199.1,1109.66,89.44,11/1/2023
13,1630,1630,0,1199.08,1109.62,89.46,11/1/2023
14,1630,1630,0,1199.08,1109.65,89.43,11/1/2023
15,1630,1630,0,1199.06,1109.66,89.4,11/1/2023
16,1640,1640,0,1199.05,1109.62,89.43,11/1/2023
17,1650,1650,0,1199.04,1109.66,89.38,11/1/2023
18,1650,1650,0,1199.03,1109.65,89.38,11/1/2023
19,1640,1640,0,1199.04,1109.64,89.4,11/1/2023
20,1640,1640,0,1199.04,1109.6,89.44,11/1/2023
21,1630,1630,0,1199.06,1109.62,89.44,11/1/2023
22,1640,1640,0,1199.07,1109.64,89.43,11/1/2023
23,1630,1630,0,1199.08,1109.64,89.44,11/1/2023
24,1630,1630,0,1199.1,1109.62,89.48,11/1/2023
,,,,,,,11/1/2023
AVG,1637,1637,0,1199.11,1109.64,89.47,11/1/2023
,,,,,,,11/1/2023
MAX,1650,1650,0,1199.2,1109.66,89.56,11/1/2023
MIN,1630,1630,0,1199.03,1109.58,89.38,11/1/2023
1,1630,1630,0,1199.12,1109.59,89.53,11/2/2023
