datetime,Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
2023-11-27 19:00:00,19,4050.0,3010.0,1040.0,1199.6,1112.69,86.91,11/27/2023
2023-11-27 20:00:00,20,4050.0,3010.0,1040.0,1199.62,1112.76,86.86,11/27/2023
2023-11-27 21:00:00,21,4050.0,3010.0,1040.0,1199.64,1112.72,86.92,11/27/2023
2023-11-27 22:00:00,22,4050.0,3010.0,1040.0,1199.65,1112.74,86.91,11/27/2023
2023-11-27 23:00:00,23,4070.0,3030.0,1040.0,1199.66,1112.72,86.94,11/27/2023
2023-11-27 23:59:59,24,4050.0,3010.0,1040.0,1199.66,1112.77,86.89,11/27/2023
2023-11-28 01:00:00,1,4050.0,3010.0,1040.0,1199.62,1112.73,86.89,11/28/2023
2023-11-28 02:00:00,2,4050.0,3010.0,1040.0,1199.27,1112.73,86.54,11/28/2023
2023-11-28 03:00:00,3,4050.0,3020.0,1030.0,1198.88,1112.74,86.14,11/28/2023
2023-11-28 04:00:00,4,4030.0,3000.0,1030.0,1198.52,1112.69,85.83,11/28/2023
2023-11-28 05:00:00,5,4050.0,3030.0,1020.0,1198.13,1112.68,85.45,11/28/2023
2023-11-28 06:00:00,6,4030.0,3020.0,1010.0,1197.75,1112.71,85.04,11/28/2023
2023-11-28 07:00:00,7,3990.0,2980.0,1010.0,1197.39,1112.69,84.7,11/28/2023
2023-11-28 08:00:00,8,3960.0,2950.0,1010.0,1197.06,1112.62,84.44,11/28/2023
2023-11-28 09:00:00,9,3750.0,2750.0,1000.0,1196.85,1112.39,84.46,11/28/2023
2023-11-28 10:00:00,10,3570.0,2570.0,1000.0,1196.74,1112.2,84.54,11/28/2023
2023-11-28 11:00:00,11,3560.0,2560.0,1000.0,1196.74,1112.23,84.51,11/28/2023
2023-11-28 12:00:00,12,3470.0,2470.0,1000.0,1196.77,1112.1,84.67,11/28/2023
2023-11-28 13:00:00,13,3490.0,2490.0,1000.0,1196.81,1112.15,84.66,11/28/2023
2023-11-28 14:00:00,14,3500.0,2500.0,1000.0,1196.86,1112.09,84.77,11/28/2023
2023-11-28 15:00:00,15,3500.0,2500.0,1000.0,1196.91,1112.17,84.74,11/28/2023
2023-11-28 16:00:00,16,3500.0,2500.0,1000.0,1196.95,1112.15,84.8,11/28/2023
2023-11-28 17:00:00,17,3500.0,2490.0,1010.0,1197.0,1112.12,84.88,11/28/2023
2023-11-28 18:00:00,18,3500.0,2490.0,1010.0,1197.04,1112.11,84.93,11/28/2023
2023-11-28 19:00:00,19,3490.0,2480.0,1010.0,1197.08,1112.12,84.96,11/28/2023
2023-11-28 20:00:00,20,3500.0,2490.0,1010.0,1197.14,1112.13,85.01,11/28/2023
2023-11-28 21:00:00,21,3490.0,2480.0,1010.0,1197.19,1112.15,85.04,11/28/2023
2023-11-28 22:00:00,22,3490.0,2480.0,1010.0,1197.23,1112.15,85.08,11/28/2023
2023-11-28 23:00:00,23,3500.0,2490.0,1010.0,1197.26,1112.12,85.14,11/28/2023
2023-11-28 23:59:59,24,3490.0,2480.0,1010.0,1197.04,1112.11,84.93,11/28/2023
2023-11-29 01:00:00,1,3490.0,2500.0,990.0,1196.25,1112.12,84.13,11/29/2023
2023-11-29 02:00:00,2,3470.0,2490.0,980.0,1195.56,1112.11,83.45,11/29/2023
2023-11-29 03:00:00,3,3430.0,2450.0,980.0,1195.05,1112.03,83.02,11/29/2023
2023-11-29 04:00:00,4,3430.0,2460.0,970.0,1194.71,1112.05,82.66,11/29/2023
2023-11-29 05:00:00,5,3450.0,2480.0,970.0,1194.38,1112.07,82.31,11/29/2023
2023-11-29 06:00:00,6,3430.0,2460.0,970.0,1194.07,1112.08,81.99,11/29/2023
2023-11-29 07:00:00,7,3430.0,2470.0,960.0,1193.77,1112.07,81.7,11/29/2023
2023-11-29 08:00:00,8,3230.0,2270.0,960.0,1193.55,1111.76,81.79,11/29/2023
2023-11-29 09:00:00,9,3060.0,2100.0,960.0,1193.51,1111.59,81.92,11/29/2023
2023-11-29 10:00:00,10,3230.0,3230.0,0.0,1193.39,1111.68,81.71,11/29/2023
2023-11-29 11:00:00,11,3030.0,3030.0,0.0,1193.38,1111.48,81.9,11/29/2023
2023-11-29 12:00:00,12,2950.0,2950.0,0.0,1193.46,1111.41,82.05,11/29/2023
2023-11-29 13:00:00,13,2950.0,2950.0,0.0,1193.55,1111.4,82.15,11/29/2023
2023-11-29 14:00:00,14,2970.0,2970.0,0.0,1193.64,1111.41,82.23,11/29/2023
2023-11-29 15:00:00,15,2930.0,2930.0,0.0,1193.73,1111.36,82.37,11/29/2023
2023-11-29 16:00:00,16,2870.0,2870.0,0.0,1193.89,1111.28,82.61,11/29/2023
2023-11-29 17:00:00,17,2840.0,2840.0,0.0,1194.07,1111.26,82.81,11/29/2023
2023-11-29 18:00:00,18,2860.0,2860.0,0.0,1194.25,1111.29,82.96,11/29/2023
2023-11-29 19:00:00,19,2860.0,2860.0,0.0,1194.41,1111.34,83.07,11/29/2023
2023-11-29 20:00:00,20,2860.0,2860.0,0.0,1194.57,1111.34,83.23,11/29/2023
2023-11-29 21:00:00,21,2870.0,2870.0,0.0,1194.74,1111.34,83.4,11/29/2023
2023-11-29 22:00:00,22,2860.0,2860.0,0.0,1194.92,1111.33,83.59,11/29/2023
2023-11-29 23:00:00,23,2870.0,2870.0,0.0,1195.06,1111.33,83.73,11/29/2023
2023-11-29 23:59:59,24,2890.0,2890.0,0.0,1195.2,1111.37,83.83,11/29/2023
2023-11-30 01:00:00,1,2890.0,2890.0,0.0,1195.34,1111.36,83.98,11/30/2023
2023-11-30 02:00:00,2,2890.0,2890.0,0.0,1195.48,1111.4,84.08,11/30/2023
2023-11-30 03:00:00,3,2890.0,2890.0,0.0,1195.62,1111.36,84.26,11/30/2023
2023-11-30 04:00:00,4,2890.0,2890.0,0.0,1195.75,1111.36,84.39,11/30/2023
2023-11-30 05:00:00,5,2900.0,2900.0,0.0,1195.89,1111.33,84.56,11/30/2023
2023-11-30 06:00:00,6,2900.0,2900.0,0.0,1196.02,1111.39,84.63,11/30/2023
2023-11-30 07:00:00,7,2890.0,2890.0,0.0,1196.14,1111.38,84.76,11/30/2023
2023-11-30 08:00:00,8,2890.0,2890.0,0.0,1196.27,1111.39,84.88,11/30/2023
2023-11-30 09:00:00,9,2890.0,2890.0,0.0,1196.4,1111.39,85.01,11/30/2023
2023-11-30 10:00:00,10,2890.0,2890.0,0.0,1196.51,1111.34,85.17,11/30/2023
2023-11-30 11:00:00,11,2900.0,2900.0,0.0,1196.64,1111.34,85.3,11/30/2023
2023-11-30 12:00:00,12,2890.0,2890.0,0.0,1196.76,1111.38,85.38,11/30/2023
2023-11-30 13:00:00,13,2900.0,2900.0,0.0,1196.9,1111.34,85.56,11/30/2023
2023-11-30 14:00:00,14,2900.0,2900.0,0.0,1197.01,1111.36,85.65,11/30/2023
2023-11-30 15:00:00,15,2900.0,2900.0,0.0,1197.13,1111.36,85.77,11/30/2023
2023-11-30 16:00:00,16,2900.0,2900.0,0.0,1197.26,1111.37,85.89,11/30/2023
2023-11-30 17:00:00,17,2890.0,2890.0,0.0,1197.4,1111.39,86.01,11/30/2023
2023-11-30 18:00:00,18,2900.0,2900.0,0.0,1197.51,1111.38,86.13,11/30/2023
2023-11-30 19:00:00,19,2900.0,2900.0,0.0,1197.63,1111.36,86.27,11/30/2023
2023-11-30 20:00:00,20,2900.0,2900.0,0.0,1197.74,1111.35,86.39,11/30/2023
2023-11-30 21:00:00,21,2900.0,2900.0,0.0,1197.86,1111.36,86.5,11/30/2023
2023-11-30 22:00:00,22,2900.0,2900.0,0.0,1197.97,1111.37,86.6,11/30/2023
2023-11-30 23:00:00,23,2890.0,2890.0,0.0,1198.09,1111.38,86.71,11/30/2023
2023-11-30 23:59:59,24,2900.0,2900.0,0.0,1198.2,1111.34,86.86,11/30/2023
2023-12-01 01:00:00,1,2900.0,2900.0,0.0,1198.31,1111.37,86.94,12/1/2023
2023-12-01 02:00:00,2,2900.0,2900.0,0.0,1198.42,1111.37,87.05,12/1/2023
2023-12-01 03:00:00,3,2900.0,2900.0,0.0,1198.52,1111.33,87.19,12/1/2023
2023-12-01 04:00:00,4,2900.0,2900.0,0.0,1198.63,1111.37,87.26,12/1/2023
2023-12-01 05:00:00,5,2920.0,2920.0,0.0,1198.72,1111.36,87.36,12/1/2023
2023-12-01 06:00:00,6,2930.0,2930.0,0.0,1198.83,1111.34,87.49,12/1/2023
2023-12-01 07:00:00,7,2920.0,2920.0,0.0,1198.96,1111.37,87.59,12/1/2023
2023-12-01 08:00:00,8,2900.0,2900.0,0.0,1199.09,1111.34,87.75,12/1/2023
2023-12-01 09:00:00,9,2920.0,2920.0,0.0,1199.39,1111.35,88.04,12/1/2023
2023-12-01 10:00:00,10,2900.0,2900.0,0.0,1198.99,1111.38,87.61,12/1/2023
2023-12-01 11:00:00,11,2920.0,2920.0,0.0,1198.58,1111.36,87.22,12/1/2023
2023-12-01 12:00:00,12,2900.0,2900.0,0.0,1198.19,1111.38,86.81,12/1/2023
2023-12-01 13:00:00,13,2900.0,2900.0,0.0,1197.78,1111.34,86.44,12/1/2023
2023-12-01 14:00:00,14,2900.0,2900.0,0.0,1197.4,1111.37,86.03,12/1/2023
2023-12-01 15:00:00,15,2900.0,2900.0,0.0,1197.02,1111.34,85.68,12/1/2023
2023-12-01 16:00:00,16,2900.0,2900.0,0.0,1196.65,1111.39,85.26,12/1/2023
2023-12-01 17:00:00,17,2870.0,2870.0,0.0,1195.61,1111.32,84.29,12/1/2023
2023-12-01 18:00:00,18,2890.0,2890.0,0.0,1195.76,1111.38,84.38,12/1/2023
2023-12-01 19:00:00,19,2900.0,2900.0,0.0,1195.93,1111.38,84.55,12/1/2023
2023-12-01 20:00:00,20,2890.0,2890.0,0.0,1196.07,1111.39,84.68,12/1/2023
2023-12-01 21:00:00,21,2890.0,2890.0,0.0,1196.23,1111.38,84.85,12/1/2023
2023-12-01 22:00:00,22,2900.0,2900.0,0.0,1196.4,1111.38,85.02,12/1/2023
2023-12-01 23:00:00,23,2890.0,2890.0,0.0,1196.56,1111.37,85.19,12/1/2023
2023-12-01 23:59:59,24,2890.0,2890.0,0.0,1196.73,1111.38,85.35,12/1/2023
2023-12-02 01:00:00,1,2900.0,2900.0,0.0,1196.87,1111.37,85.5,12/2/2023
2023-12-02 02:00:00,2,2900.0,2900.0,0.0,1197.02,1111.38,85.64,12/2/2023
2023-12-02 03:00:00,3,2900.0,2900.0,0.0,1197.16,1111.36,85.8,12/2/2023
2023-12-02 04:00:00,4,2890.0,2890.0,0.0,1197.33,1111.34,85.99,12/2/2023
2023-12-02 05:00:00,5,2900.0,2900.0,0.0,1197.48,1111.35,86.13,12/2/2023
2023-12-02 06:00:00,6,2900.0,2900.0,0.0,1197.63,1111.38,86.25,12/2/2023
2023-12-02 07:00:00,7,2890.0,2890.0,0.0,1197.79,1111.28,86.51,12/2/2023
2023-12-02 08:00:00,8,2700.0,2700.0,0.0,1198.06,1111.13,86.93,12/2/2023
2023-12-02 09:00:00,9,2490.0,2490.0,0.0,1198.48,1110.82,87.66,12/2/2023
2023-12-02 10:00:00,10,2270.0,2270.0,0.0,1198.53,1110.54,87.99,12/2/2023
2023-12-02 11:00:00,11,2190.0,2190.0,0.0,1198.14,1110.44,87.7,12/2/2023
2023-12-02 12:00:00,12,2090.0,2090.0,0.0,1197.84,1110.36,87.48,12/2/2023
2023-12-02 13:00:00,13,2040.0,2040.0,0.0,1197.61,1110.21,87.4,12/2/2023
2023-12-02 14:00:00,14,2040.0,2040.0,0.0,1197.4,1110.19,87.21,12/2/2023
2023-12-02 15:00:00,15,2050.0,2050.0,0.0,1197.17,1110.27,86.9,12/2/2023
2023-12-02 16:00:00,16,2040.0,2040.0,0.0,1196.94,1110.19,86.75,12/2/2023
2023-12-02 17:00:00,17,2040.0,2040.0,0.0,1196.72,1110.19,86.53,12/2/2023
2023-12-02 18:00:00,18,2040.0,2040.0,0.0,1196.47,1110.21,86.26,12/2/2023
2023-12-02 19:00:00,19,2000.0,2000.0,0.0,1196.27,1110.18,86.09,12/2/2023
2023-12-02 20:00:00,20,2010.0,2010.0,0.0,1196.05,1110.15,85.9,12/2/2023
2023-12-02 21:00:00,21,2000.0,2000.0,0.0,1195.85,1110.16,85.69,12/2/2023
2023-12-02 22:00:00,22,2010.0,2010.0,0.0,1195.64,1110.17,85.47,12/2/2023
2023-12-02 23:00:00,23,2000.0,2000.0,0.0,1195.43,1110.15,85.28,12/2/2023
2023-12-02 23:59:59,24,2000.0,2000.0,0.0,1195.22,1110.15,85.07,12/2/2023
2023-12-03 01:00:00,1,2000.0,2000.0,0.0,1195.0,1110.17,84.83,12/3/2023
2023-12-03 02:00:00,2,2000.0,2000.0,0.0,1194.8,1110.16,84.64,12/3/2023
2023-12-03 03:00:00,3,2030.0,2030.0,0.0,1194.62,1110.14,84.48,12/3/2023
2023-12-03 04:00:00,4,2010.0,2010.0,0.0,1194.47,1110.16,84.31,12/3/2023
2023-12-03 05:00:00,5,2010.0,2010.0,0.0,1194.36,1110.15,84.21,12/3/2023
2023-12-03 06:00:00,6,2040.0,2040.0,0.0,1194.35,1110.13,84.22,12/3/2023
2023-12-03 07:00:00,7,2050.0,2050.0,0.0,1194.46,1110.11,84.35,12/3/2023
2023-12-03 08:00:00,8,1980.0,1980.0,0.0,1194.72,1109.97,84.75,12/3/2023
2023-12-03 09:00:00,9,1840.0,1840.0,0.0,1195.27,1109.82,85.45,12/3/2023
2023-12-03 10:00:00,10,1710.0,1710.0,0.0,1194.89,1109.61,85.28,12/3/2023
2023-12-03 11:00:00,11,1640.0,1640.0,0.0,1194.73,1109.46,85.27,12/3/2023
2023-12-03 12:00:00,12,1530.0,1530.0,0.0,1194.78,1109.2,85.58,12/3/2023
2023-12-03 13:00:00,13,1440.0,1440.0,0.0,1195.11,1109.08,86.03,12/3/2023
2023-12-03 14:00:00,14,1430.0,1430.0,0.0,1195.5,1109.02,86.48,12/3/2023
2023-12-03 15:00:00,15,1470.0,1470.0,0.0,1195.99,1109.13,86.86,12/3/2023
2023-12-03 16:00:00,16,1490.0,1490.0,0.0,1196.49,1109.11,87.38,12/3/2023
2023-12-03 17:00:00,17,1450.0,1450.0,0.0,1197.0,1109.03,87.97,12/3/2023
2023-12-03 18:00:00,18,1440.0,1440.0,0.0,1197.46,1109.03,88.43,12/3/2023
2023-12-03 19:00:00,19,1440.0,1440.0,0.0,1197.82,1109.11,88.71,12/3/2023
2023-12-03 20:00:00,20,1380.0,1380.0,0.0,1198.1,1109.09,89.01,12/3/2023
2023-12-03 21:00:00,21,1380.0,1380.0,0.0,1198.27,1109.07,89.2,12/3/2023
2023-12-03 22:00:00,22,1360.0,1360.0,0.0,1198.35,1109.02,89.33,12/3/2023
2023-12-03 23:00:00,23,1350.0,1350.0,0.0,1198.34,1109.12,89.22,12/3/2023
2023-12-03 23:59:59,24,1340.0,1340.0,0.0,1198.25,1109.08,89.17,12/3/2023
2023-12-04 01:00:00,1,1330.0,1330.0,0.0,1198.09,1109.07,89.02,12/4/2023
2023-12-04 02:00:00,2,1310.0,1310.0,0.0,1197.89,1109.06,88.83,12/4/2023
2023-12-04 03:00:00,3,1330.0,1330.0,0.0,1197.64,1109.05,88.59,12/4/2023
2023-12-04 04:00:00,4,1330.0,1330.0,0.0,1197.38,1109.08,88.3,12/4/2023
2023-12-04 05:00:00,5,1330.0,1330.0,0.0,1197.11,1109.06,88.05,12/4/2023
2023-12-04 06:00:00,6,1320.0,1320.0,0.0,1196.81,1109.06,87.75,12/4/2023
2023-12-04 07:00:00,7,1310.0,1310.0,0.0,1196.5,1109.07,87.43,12/4/2023
2023-12-04 08:00:00,8,1290.0,1290.0,0.0,1196.2,1109.0,87.2,12/4/2023
2023-12-04 09:00:00,9,1300.0,1300.0,0.0,1195.9,1109.05,86.85,12/4/2023
2023-12-04 10:00:00,10,1300.0,1300.0,0.0,1195.55,1109.07,86.48,12/4/2023
2023-12-04 11:00:00,11,1310.0,1310.0,0.0,1195.19,1109.03,86.16,12/4/2023
2023-12-04 12:00:00,12,1300.0,1300.0,0.0,1194.8,1109.1,85.7,12/4/2023
2023-12-04 13:00:00,13,1300.0,1300.0,0.0,1195.56,1108.99,86.57,12/4/2023
2023-12-04 14:00:00,14,1310.0,1310.0,0.0,1197.0,1109.12,87.88,12/4/2023
2023-12-04 15:00:00,15,1320.0,1320.0,0.0,1198.24,1109.12,89.12,12/4/2023
2023-12-04 16:00:00,16,1320.0,1320.0,0.0,1197.77,1109.07,88.7,12/4/2023
2023-12-04 17:00:00,17,1280.0,1280.0,0.0,1197.3,1109.04,88.26,12/4/2023
2023-12-04 18:00:00,18,1260.0,1260.0,0.0,1196.84,1109.07,87.77,12/4/2023
2023-12-04 19:00:00,19,1270.0,1270.0,0.0,1196.34,1109.0,87.34,12/4/2023
2023-12-04 20:00:00,20,1250.0,1250.0,0.0,1195.82,1108.99,86.83,12/4/2023
2023-12-04 21:00:00,21,1260.0,1260.0,0.0,1195.29,1108.99,86.3,12/4/2023
2023-12-04 22:00:00,22,1240.0,1240.0,0.0,1194.73,1109.0,85.73,12/4/2023
2023-12-04 23:00:00,23,1240.0,1240.0,0.0,1195.01,1109.0,86.01,12/4/2023
2023-12-04 23:59:59,24,1220.0,1220.0,0.0,1196.41,1108.97,87.44,12/4/2023
2023-12-05 01:00:00,1,1240.0,1240.0,0.0,1197.68,1109.02,88.66,12/5/2023
2023-12-05 02:00:00,2,1270.0,1270.0,0.0,1198.9,1109.03,89.87,12/5/2023
2023-12-05 03:00:00,3,1270.0,1270.0,0.0,1198.74,1109.04,89.7,12/5/2023
2023-12-05 04:00:00,4,1260.0,1260.0,0.0,1198.16,1109.01,89.15,12/5/2023
2023-12-05 05:00:00,5,1270.0,1270.0,0.0,1197.57,1108.99,88.58,12/5/2023
2023-12-05 06:00:00,6,1260.0,1260.0,0.0,1196.97,1109.0,87.97,12/5/2023
2023-12-05 07:00:00,7,1250.0,1250.0,0.0,1196.33,1108.97,87.36,12/5/2023
2023-12-05 08:00:00,8,1210.0,1210.0,0.0,1195.69,1109.01,86.68,12/5/2023
2023-12-05 09:00:00,9,1300.0,1300.0,0.0,1195.01,1109.11,85.9,12/5/2023
2023-12-05 10:00:00,10,1310.0,1310.0,0.0,1195.51,1109.15,86.36,12/5/2023
2023-12-05 11:00:00,11,1310.0,1310.0,0.0,1196.71,1109.14,87.57,12/5/2023
2023-12-05 12:00:00,12,1310.0,1310.0,0.0,1197.84,1109.14,88.7,12/5/2023
2023-12-05 13:00:00,13,1320.0,1320.0,0.0,1198.92,1109.17,89.75,12/5/2023
2023-12-05 14:00:00,14,1300.0,1300.0,0.0,1199.99,1109.09,90.9,12/5/2023
2023-12-05 15:00:00,15,1340.0,1340.0,0.0,1199.55,1109.16,90.39,12/5/2023
2023-12-05 16:00:00,16,1340.0,1340.0,0.0,1198.89,1109.12,89.77,12/5/2023
2023-12-05 17:00:00,17,1320.0,1320.0,0.0,1198.17,1109.14,89.03,12/5/2023
2023-12-05 18:00:00,18,1300.0,1300.0,0.0,1197.46,1109.15,88.31,12/5/2023
2023-12-05 19:00:00,19,1300.0,1300.0,0.0,1196.73,1109.17,87.56,12/5/2023
2023-12-05 20:00:00,20,1290.0,1290.0,0.0,1195.97,1109.06,86.91,12/5/2023
2023-12-05 21:00:00,21,1270.0,1270.0,0.0,1195.21,1109.1,86.11,12/5/2023
2023-12-05 22:00:00,22,1270.0,1270.0,0.0,1194.68,1109.1,85.58,12/5/2023
2023-12-05 23:00:00,23,1300.0,1300.0,0.0,1195.29,1109.09,86.2,12/5/2023
2023-12-05 23:59:59,24,1300.0,1300.0,0.0,1196.48,1109.09,87.39,12/5/2023
2023-12-06 01:00:00,1,1300.0,1300.0,0.0,1197.58,1109.14,88.44,12/6/2023
2023-12-06 02:00:00,2,1310.0,1310.0,0.0,1198.65,1109.22,89.43,12/6/2023
2023-12-06 03:00:00,3,1310.0,1310.0,0.0,1199.69,1109.15,90.54,12/6/2023
2023-12-06 04:00:00,4,1310.0,1310.0,0.0,1199.18,1109.16,90.02,12/6/2023
2023-12-06 05:00:00,5,1310.0,1310.0,0.0,1198.48,1109.17,89.31,12/6/2023
2023-12-06 06:00:00,6,1310.0,1310.0,0.0,1197.72,1109.12,88.6,12/6/2023
2023-12-06 07:00:00,7,1310.0,1310.0,0.0,1196.98,1109.15,87.83,12/6/2023
2023-12-06 08:00:00,8,1260.0,1260.0,0.0,1196.22,1109.08,87.14,12/6/2023
2023-12-06 09:00:00,9,1290.0,1290.0,0.0,1197.33,1109.1,88.23,12/6/2023
2023-12-06 10:00:00,10,1440.0,1440.0,0.0,1198.61,1109.47,89.14,12/6/2023
2023-12-06 11:00:00,11,1870.0,1870.0,0.0,1199.6,1110.19,89.41,12/6/2023
2023-12-06 12:00:00,12,2580.0,2580.0,0.0,1200.05,1110.93,89.12,12/6/2023
2023-12-06 13:00:00,13,3160.0,3160.0,0.0,1199.95,1111.66,88.29,12/6/2023
2023-12-06 14:00:00,14,3660.0,3660.0,0.0,1199.64,1112.48,87.16,12/6/2023
2023-12-06 15:00:00,15,3810.0,2790.0,1020.0,1197.2,1112.44,84.76,12/6/2023
2023-12-06 16:00:00,16,4490.0,3500.0,990.0,1195.52,1113.31,82.21,12/6/2023
2023-12-06 17:00:00,17,5050.0,3310.0,1740.0,1197.07,1113.79,83.28,12/6/2023
2023-12-06 18:00:00,18,5630.0,3370.0,2260.0,1197.89,1114.36,83.53,12/6/2023
2023-12-06 19:00:00,19,5650.0,3370.0,2280.0,1198.4,1114.38,84.02,12/6/2023
2023-12-06 20:00:00,20,5800.0,3380.0,2420.0,1198.81,1114.48,84.33,12/6/2023
2023-12-06 21:00:00,21,5800.0,3370.0,2430.0,1199.17,1114.46,84.71,12/6/2023
2023-12-06 22:00:00,22,5820.0,3380.0,2440.0,1199.52,1114.49,85.03,12/6/2023
2023-12-06 23:00:00,23,5820.0,3370.0,2450.0,1199.85,1114.54,85.31,12/6/2023
2023-12-06 23:59:59,24,5820.0,3360.0,2460.0,1200.16,1114.52,85.64,12/6/2023
2023-12-07 01:00:00,1,5850.0,3380.0,2470.0,1200.44,1114.58,85.86,12/7/2023
2023-12-07 02:00:00,2,5870.0,3390.0,2480.0,1200.63,1114.53,86.1,12/7/2023
2023-12-07 03:00:00,3,5890.0,3410.0,2480.0,1200.72,1114.54,86.18,12/7/2023
2023-12-07 04:00:00,4,5870.0,3390.0,2480.0,1200.69,1114.57,86.12,12/7/2023
2023-12-07 05:00:00,5,5870.0,3390.0,2480.0,1200.66,1114.5,86.16,12/7/2023
2023-12-07 06:00:00,6,5870.0,3390.0,2480.0,1200.62,1114.57,86.05,12/7/2023
2023-12-07 07:00:00,7,5850.0,3370.0,2480.0,1200.58,1114.53,86.05,12/7/2023
2023-12-07 08:00:00,8,5820.0,3340.0,2480.0,1200.6,1114.55,86.05,12/7/2023
2023-12-07 09:00:00,9,5800.0,3370.0,2430.0,1199.01,1114.46,84.55,12/7/2023
2023-12-07 10:00:00,10,5690.0,3340.0,2350.0,1196.7,1114.32,82.38,12/7/2023
2023-12-07 11:00:00,11,5600.0,3320.0,2280.0,1194.37,1114.31,80.06,12/7/2023
2023-12-07 12:00:00,12,5470.0,3270.0,2200.0,1192.05,1114.19,77.86,12/7/2023
2023-12-07 13:00:00,13,5390.0,3270.0,2120.0,1189.73,1114.04,75.69,12/7/2023
2023-12-07 14:00:00,14,5690.0,3290.0,2400.0,1187.13,1114.32,72.81,12/7/2023
2023-12-07 15:00:00,15,5650.0,3290.0,2360.0,1186.35,1114.37,71.98,12/7/2023
2023-12-07 16:00:00,16,5690.0,3290.0,2400.0,1187.27,1114.37,72.9,12/7/2023
2023-12-07 17:00:00,17,5760.0,3300.0,2460.0,1188.51,1114.47,74.04,12/7/2023
2023-12-07 18:00:00,18,5820.0,3310.0,2510.0,1189.41,1114.54,74.87,12/7/2023
2023-12-07 19:00:00,19,5870.0,3320.0,2550.0,1190.25,1114.58,75.67,12/7/2023
2023-12-07 20:00:00,20,5890.0,3310.0,2580.0,1191.0,1114.62,76.38,12/7/2023
2023-12-07 21:00:00,21,5930.0,3320.0,2610.0,1191.71,1114.62,77.09,12/7/2023
2023-12-07 22:00:00,22,5890.0,3310.0,2580.0,1192.45,1114.59,77.86,12/7/2023
2023-12-07 23:00:00,23,5960.0,3350.0,2610.0,1193.2,1114.64,78.56,12/7/2023
2023-12-07 23:59:59,24,5890.0,3310.0,2580.0,1194.04,1114.6,79.44,12/7/2023
2023-12-08 01:00:00,1,5800.0,3320.0,2480.0,1194.9,1114.56,80.34,12/8/2023
2023-12-08 02:00:00,2,5850.0,3350.0,2500.0,1195.73,1114.56,81.17,12/8/2023
2023-12-08 03:00:00,3,5890.0,3370.0,2520.0,1196.53,1114.57,81.96,12/8/2023
2023-12-08 04:00:00,4,5850.0,3360.0,2490.0,1197.33,1114.5,82.83,12/8/2023
2023-12-08 05:00:00,5,5800.0,3350.0,2450.0,1198.15,1114.53,83.62,12/8/2023
2023-12-08 06:00:00,6,5820.0,3340.0,2480.0,1198.94,1114.56,84.38,12/8/2023
2023-12-08 07:00:00,7,5850.0,3340.0,2510.0,1199.69,1114.64,85.05,12/8/2023
2023-12-08 08:00:00,8,5870.0,3360.0,2510.0,1199.97,1114.58,85.39,12/8/2023
2023-12-08 09:00:00,9,5850.0,3360.0,2490.0,1199.37,1114.53,84.84,12/8/2023
2023-12-08 10:00:00,10,6090.0,3330.0,2760.0,1199.72,1114.79,84.93,12/8/2023
2023-12-08 11:00:00,11,6630.0,3400.0,3230.0,1199.75,1115.19,84.56,12/8/2023
2023-12-08 12:00:00,12,7140.0,3450.0,3690.0,1199.35,1115.72,83.63,12/8/2023
2023-12-08 13:00:00,13,7520.0,3480.0,4040.0,1198.72,1116.07,82.65,12/8/2023
2023-12-08 14:00:00,14,7500.0,3480.0,4020.0,1198.46,1116.01,82.45,12/8/2023
2023-12-08 15:00:00,15,7500.0,3490.0,4010.0,1198.35,1116.07,82.28,12/8/2023
2023-12-08 16:00:00,16,7520.0,3510.0,4010.0,1198.25,1116.05,82.2,12/8/2023
2023-12-08 17:00:00,17,7500.0,3500.0,4000.0,1198.19,1116.02,82.17,12/8/2023
2023-12-08 18:00:00,18,7500.0,3480.0,4020.0,1198.49,1116.05,82.44,12/8/2023
2023-12-08 19:00:00,19,7500.0,3460.0,4040.0,1198.81,1116.05,82.76,12/8/2023
2023-12-08 20:00:00,20,7550.0,3490.0,4060.0,1199.08,1116.11,82.97,12/8/2023
2023-12-08 21:00:00,21,7500.0,3430.0,4070.0,1199.36,1115.95,83.41,12/8/2023
2023-12-08 22:00:00,22,7500.0,3410.0,4090.0,1199.65,1115.92,83.73,12/8/2023
2023-12-08 23:00:00,23,7520.0,3410.0,4110.0,1199.92,1116.01,83.91,12/8/2023
2023-12-08 23:59:59,24,7500.0,3380.0,4120.0,1200.16,1116.01,84.15,12/8/2023
2023-12-09 01:00:00,1,7520.0,3390.0,4130.0,1200.39,1116.07,84.32,12/9/2023
2023-12-09 02:00:00,2,7520.0,3390.0,4130.0,1200.59,1116.05,84.54,12/9/2023
2023-12-09 03:00:00,3,7550.0,3410.0,4140.0,1200.78,1116.1,84.68,12/9/2023
2023-12-09 04:00:00,4,7550.0,3400.0,4150.0,1200.96,1116.1,84.86,12/9/2023
2023-12-09 05:00:00,5,7580.0,3420.0,4160.0,1201.08,1116.08,85.0,12/9/2023
2023-12-09 06:00:00,6,7580.0,3420.0,4160.0,1201.23,1116.09,85.14,12/9/2023
