,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Hope Gage Elevation,Date,0
17874,7,13.9,13.9,0.0,2050.3,2033.2,17.1,,2023-12-18,
17875,8,13.9,13.9,0.0,2050.3,2033.2,17.1,2051.24,2023-12-18,
17876,9,13.8,13.8,0.0,2050.3,2033.2,17.1,,2023-12-18,
17877,10,13.8,13.8,0.0,2050.3,2033.3,17.0,,2023-12-18,
17878,11,16.1,16.1,0.0,2049.9,2033.7,16.2,,2023-12-18,
17879,12,17.1,17.1,0.0,2049.8,2033.8,16.0,,2023-12-18,
17880,13,17.1,17.1,0.0,2049.7,2033.9,15.8,,2023-12-18,
17881,14,17.1,17.1,0.0,2049.7,2033.9,15.8,,2023-12-18,
17882,15,16.9,16.9,0.0,2049.7,2033.9,15.8,,2023-12-18,
17883,16,17.0,17.0,0.0,2049.7,2033.9,15.8,2051.26,2023-12-18,
17884,17,17.0,17.0,0.0,2049.7,2033.9,15.8,,2023-12-18,
17885,18,16.9,16.9,0.0,2049.7,2033.9,15.8,,2023-12-18,
17886,19,17.0,17.0,0.0,2049.8,2034.0,15.8,,2023-12-18,
17887,20,17.0,17.0,0.0,2049.8,2034.0,15.8,,2023-12-18,
17888,21,17.1,17.1,0.0,2049.8,2034.0,15.8,,2023-12-18,
17889,22,16.9,16.9,0.0,2049.8,2034.0,15.8,,2023-12-18,
17890,23,17.0,17.0,0.0,2049.8,2034.0,15.8,,2023-12-18,
17891,24,16.9,16.9,0.0,2049.9,2034.0,15.9,2051.35,2023-12-18,
17892,,,,,,,,,2023-12-18,
17893,AVG,15.65,15.65,0.0,2049.99,2033.64,16.35,2051.28,2023-12-18,
17894,,,,,,,,,2023-12-18,
17895,MAX,17.1,17.1,0.0,2050.3,2034.0,17.1,2051.35,2023-12-18,
17896,MIN,13.8,13.8,0.0,2049.7,2033.2,15.8,2051.24,2023-12-18,
17897,1,17.1,17.1,0.0,2049.9,2034.0,15.9,,2023-12-19,
17898,2,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17899,3,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17900,4,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17901,5,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17902,6,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17903,7,17.0,17.0,0.0,2049.9,2034.1,15.8,,2023-12-19,
17904,8,17.0,17.0,0.0,2049.9,2034.1,15.8,2051.29,2023-12-19,
17905,9,17.0,17.0,0.0,2049.8,2034.1,15.7,,2023-12-19,
17906,10,16.9,16.9,0.0,2049.9,2034.1,15.8,,2023-12-19,
17907,11,17.4,17.4,0.0,2049.8,2034.2,15.6,,2023-12-19,
17908,12,17.5,17.5,0.0,2049.8,2034.2,15.6,,2023-12-19,
17909,13,17.4,17.4,0.0,2049.7,2034.2,15.5,,2023-12-19,
17910,14,16.8,16.8,0.0,2049.8,2034.1,15.7,,2023-12-19,
17911,15,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17912,16,17.1,17.1,0.0,2049.8,2034.2,15.6,2051.28,2023-12-19,
17913,17,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17914,18,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17915,19,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17916,20,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17917,21,17.1,17.1,0.0,2049.8,2034.2,15.6,,2023-12-19,
17918,22,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-19,
17919,23,16.9,16.9,0.0,2049.8,2034.2,15.6,,2023-12-19,
17920,24,16.9,16.9,0.0,2049.8,2034.2,15.6,2051.3,2023-12-19,
17921,,,,,,,,,2023-12-19,
17922,AVG,17.05,17.05,0.0,2049.83,2034.15,15.68,2051.29,2023-12-19,
17923,,,,,,,,,2023-12-19,
17924,MAX,17.5,17.5,0.0,2049.9,2034.2,15.9,2051.3,2023-12-19,
17925,MIN,16.8,16.8,0.0,2049.7,2034.0,15.5,2051.28,2023-12-19,
17926,1,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-20,
17927,2,17.0,17.0,0.0,2049.8,2034.2,15.6,,2023-12-20,
17928,3,17.2,17.2,0.0,2049.7,2034.2,15.5,,2023-12-20,
17929,4,17.2,17.2,0.0,2049.7,2034.2,15.5,,2023-12-20,
17930,5,17.2,17.2,0.0,2049.7,2034.2,15.5,,2023-12-20,
17931,6,17.0,17.0,0.0,2049.7,2034.2,15.5,,2023-12-20,
17932,7,16.8,16.8,0.0,2049.8,2034.1,15.7,,2023-12-20,
17933,8,16.6,16.6,0.0,2049.8,2034.1,15.7,2051.23,2023-12-20,
17934,9,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-20,
17935,10,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-20,
17936,11,16.6,16.6,0.0,2049.7,2034.1,15.6,,2023-12-20,
17937,12,16.7,16.7,0.0,2049.7,2034.2,15.5,,2023-12-20,
17938,13,16.7,16.7,0.0,2049.7,2034.1,15.6,,2023-12-20,
17939,14,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-20,
17940,15,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-20,
17941,16,16.6,16.6,0.0,2049.8,2034.1,15.7,2051.24,2023-12-20,
17942,17,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-20,
17943,18,16.4,16.4,0.0,2049.8,2034.1,15.7,,2023-12-20,
17944,19,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-20,
17945,20,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-20,
17946,21,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-20,
17947,22,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-20,
17948,23,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-20,
17949,24,16.4,16.4,0.0,2049.8,2034.1,15.7,2051.26,2023-12-20,
17950,,,,,,,,,2023-12-20,
17951,AVG,16.7,16.7,0.0,2049.77,2034.13,15.64,2051.24,2023-12-20,
17952,,,,,,,,,2023-12-20,
17953,MAX,17.2,17.2,0.0,2049.8,2034.2,15.7,2051.26,2023-12-20,
17954,MIN,16.4,16.4,0.0,2049.7,2034.1,15.5,2051.23,2023-12-20,
17955,1,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-21,
17956,2,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-21,
17957,3,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-21,
17958,4,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-21,
17959,5,16.5,16.5,0.0,2049.8,2034.1,15.7,,2023-12-21,
17960,6,16.7,16.7,0.0,2049.8,2034.1,15.7,,2023-12-21,
17961,7,16.6,16.6,0.0,2049.8,2034.1,15.7,,2023-12-21,
17962,8,16.5,16.5,0.0,2049.7,2034.0,15.7,2051.2,2023-12-21,
17963,9,16.4,16.4,0.0,2049.7,2034.1,15.6,,2023-12-21,
17964,10,16.5,16.5,0.0,2049.7,2034.1,15.6,,2023-12-21,
17965,11,16.5,16.5,0.0,2049.7,2034.0,15.7,,2023-12-21,
17966,12,16.4,16.4,0.0,2049.7,2034.0,15.7,,2023-12-21,
17967,13,16.4,16.4,0.0,2049.7,2034.0,15.7,,2023-12-21,
17968,14,16.5,16.5,0.0,2049.8,2034.0,15.8,,2023-12-21,
17969,15,16.5,16.5,0.0,2049.7,2034.1,15.6,,2023-12-21,
17970,16,16.6,16.6,0.0,2049.7,2034.0,15.7,2051.25,2023-12-21,
17971,17,16.6,16.6,0.0,2049.8,2034.0,15.8,,2023-12-21,
17972,18,16.8,16.8,0.0,2049.7,2034.1,15.6,,2023-12-21,
17973,19,17.4,17.4,0.0,2049.6,2034.2,15.4,,2023-12-21,
17974,20,17.4,17.4,0.0,2049.6,2034.2,15.4,,2023-12-21,
17975,21,17.4,17.4,0.0,2049.7,2034.2,15.5,,2023-12-21,
17976,22,17.4,17.4,0.0,2049.7,2034.2,15.5,,2023-12-21,
17977,23,17.3,17.3,0.0,2049.7,2034.2,15.5,,2023-12-21,
17978,24,17.3,17.3,0.0,2049.7,2034.2,15.5,2051.3,2023-12-21,
17979,,,,,,,,,2023-12-21,
17980,AVG,16.75,16.75,0.0,2049.73,2034.1,15.63,2051.25,2023-12-21,
17981,,,,,,,,,2023-12-21,
17982,MAX,17.4,17.4,0.0,2049.8,2034.2,15.8,2051.3,2023-12-21,
17983,MIN,16.4,16.4,0.0,2049.6,2034.0,15.4,2051.2,2023-12-21,
17984,1,17.5,17.5,0.0,2049.7,2034.2,15.5,,2023-12-22,
17985,2,17.3,17.3,0.0,2049.7,2034.2,15.5,,2023-12-22,
17986,3,17.4,17.4,0.0,2049.7,2034.2,15.5,,2023-12-22,
17987,4,17.4,17.4,0.0,2049.7,2034.2,15.5,,2023-12-22,
17988,5,17.5,17.5,0.0,2049.7,2034.2,15.5,,2023-12-22,
17989,6,17.4,17.4,0.0,2049.7,2034.3,15.4,,2023-12-22,
17990,7,17.2,17.2,0.0,2049.7,2034.2,15.5,,2023-12-22,
17991,8,16.9,16.9,0.0,2049.7,2034.2,15.5,2051.22,2023-12-22,
17992,9,16.9,16.9,0.0,2049.7,2034.2,15.5,,2023-12-22,
17993,10,16.8,16.8,0.0,2049.7,2034.2,15.5,,2023-12-22,
17994,11,12.5,12.5,0.0,2050.3,2033.5,16.8,,2023-12-22,
17995,12,12.0,12.0,0.0,2050.4,2033.4,17.0,,2023-12-22,
17996,13,12.2,12.2,0.0,2050.5,2033.3,17.2,,2023-12-22,
17997,14,11.7,11.7,0.0,2050.5,2033.3,17.2,,2023-12-22,
17998,15,11.6,11.6,0.0,2050.5,2033.2,17.3,,2023-12-22,
17999,16,11.5,11.5,0.0,2050.5,2033.2,17.3,2051.27,2023-12-22,
18000,17,11.5,11.5,0.0,2050.5,2033.1,17.4,,2023-12-22,
18001,18,11.8,11.8,0.0,2050.4,2033.1,17.3,,2023-12-22,
18002,19,12.0,12.0,0.0,2050.4,2033.1,17.3,,2023-12-22,
18003,20,12.0,12.0,0.0,2050.4,2033.1,17.3,,2023-12-22,
18004,21,12.0,12.0,0.0,2050.4,2033.1,17.3,,2023-12-22,
18005,22,12.0,12.0,0.0,2050.4,2033.1,17.3,,2023-12-22,
18006,23,11.9,11.9,0.0,2050.4,2033.0,17.4,,2023-12-22,
18007,24,11.9,11.9,0.0,2050.5,2033.0,17.5,2051.3,2023-12-22,
18008,,,,,,,,,2023-12-22,
18009,AVG,14.12,14.12,0.0,2050.13,2033.61,16.52,2051.26,2023-12-22,
18010,,,,,,,,,2023-12-22,
18011,MAX,17.5,17.5,0.0,2050.5,2034.3,17.5,2051.3,2023-12-22,
18012,MIN,11.5,11.5,0.0,2049.7,2033.0,15.4,2051.22,2023-12-22,
18013,1,11.9,11.9,0.0,2050.5,2033.0,17.5,,2023-12-23,
18014,2,11.9,11.9,0.0,2050.5,2033.0,17.5,,2023-12-23,
18015,3,12.0,12.0,0.0,2050.5,2033.0,17.5,,2023-12-23,
18016,4,12.0,12.0,0.0,2050.4,2033.0,17.4,,2023-12-23,
18017,5,12.0,12.0,0.0,2050.4,2033.0,17.4,,2023-12-23,
18018,6,12.1,12.1,0.0,2050.4,2033.0,17.4,,2023-12-23,
18019,7,12.2,12.2,0.0,2050.4,2033.0,17.4,,2023-12-23,
18020,8,11.9,11.9,0.0,2050.4,2032.9,17.5,2051.28,2023-12-23,
18021,9,11.3,11.3,0.0,2050.5,2032.8,17.7,,2023-12-23,
18022,10,11.0,11.0,0.0,2050.5,2032.7,17.8,,2023-12-23,
18023,11,10.9,10.9,0.0,2050.5,2032.7,17.8,,2023-12-23,
18024,12,11.2,11.2,0.0,2050.5,2032.7,17.8,,2023-12-23,
18025,13,11.3,11.3,0.0,2050.5,2032.7,17.8,,2023-12-23,
18026,14,11.3,11.3,0.0,2050.5,2032.7,17.8,,2023-12-23,
18027,15,11.3,11.3,0.0,2050.5,2032.7,17.8,,2023-12-23,
18028,16,11.3,11.3,0.0,2050.5,2032.7,17.8,2051.26,2023-12-23,
18029,17,11.5,11.5,0.0,2050.5,2032.7,17.8,,2023-12-23,
18030,18,11.3,11.3,0.0,2050.5,2032.7,17.8,,2023-12-23,
18031,19,11.1,11.1,0.0,2050.5,2032.7,17.8,,2023-12-23,
18032,20,11.2,11.2,0.0,2050.5,2032.7,17.8,,2023-12-23,
18033,21,11.3,11.3,0.0,2050.5,2032.7,17.8,,2023-12-23,
18034,22,11.1,11.1,0.0,2050.5,2032.7,17.8,,2023-12-23,
18035,23,11.0,11.0,0.0,2050.6,2032.6,18.0,,2023-12-23,
18036,24,11.1,11.1,0.0,2050.6,2032.6,18.0,2051.29,2023-12-23,
18037,,,,,,,,,2023-12-23,
18038,AVG,11.47,11.47,0.0,2050.49,2032.79,17.7,2051.28,2023-12-23,
18039,,,,,,,,,2023-12-23,
18040,MAX,12.2,12.2,0.0,2050.6,2033.0,18.0,2051.29,2023-12-23,
18041,MIN,10.9,10.9,0.0,2050.4,2032.6,17.4,2051.26,2023-12-23,
18042,1,11.3,11.3,0.0,2050.6,2032.6,18.0,,2023-12-24,
18043,2,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18044,3,11.2,11.2,0.0,2050.6,2032.6,18.0,,2023-12-24,
18045,4,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18046,5,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18047,6,11.2,11.2,0.0,2050.6,2032.6,18.0,,2023-12-24,
18048,7,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18049,8,11.1,11.1,0.0,2050.6,2032.6,18.0,2051.26,2023-12-24,
18050,9,10.8,10.8,0.0,2050.7,2032.6,18.1,,2023-12-24,
18051,10,10.9,10.9,0.0,2050.7,2032.6,18.1,,2023-12-24,
18052,11,11.1,11.1,0.0,2050.7,2032.6,18.1,,2023-12-24,
18053,12,11.0,11.0,0.0,2050.7,2032.6,18.1,,2023-12-24,
18054,13,11.0,11.0,0.0,2050.7,2032.6,18.1,,2023-12-24,
18055,14,11.0,11.0,0.0,2050.7,2032.6,18.1,,2023-12-24,
18056,15,11.1,11.1,0.0,2050.7,2032.6,18.1,,2023-12-24,
18057,16,11.2,11.2,0.0,2050.7,2032.6,18.1,2051.26,2023-12-24,
18058,17,11.0,11.0,0.0,2050.7,2032.6,18.1,,2023-12-24,
18059,18,11.0,11.0,0.0,2050.6,2032.6,18.0,,2023-12-24,
18060,19,10.9,10.9,0.0,2050.6,2032.6,18.0,,2023-12-24,
18061,20,11.0,11.0,0.0,2050.6,2032.6,18.0,,2023-12-24,
18062,21,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18063,22,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18064,23,11.1,11.1,0.0,2050.6,2032.6,18.0,,2023-12-24,
18065,24,10.8,10.8,0.0,2050.7,2032.6,18.1,2051.3,2023-12-24,
18066,,,,,,,,,2023-12-24,
18067,AVG,11.05,11.05,0.0,2050.64,2032.6,18.04,2051.27,2023-12-24,
18068,,,,,,,,,2023-12-24,
18069,MAX,11.3,11.3,0.0,2050.7,2032.6,18.1,2051.3,2023-12-24,
18070,MIN,10.8,10.8,0.0,2050.6,2032.6,18.0,2051.26,2023-12-24,
18071,1,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-25,
18072,2,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18073,3,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18074,4,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18075,5,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18076,6,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18077,7,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18078,8,10.8,10.8,0.0,2050.7,2032.5,18.2,2051.27,2023-12-25,
18079,9,10.6,10.6,0.0,2050.7,2032.5,18.2,,2023-12-25,
18080,10,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-25,
18081,11,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18082,12,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-25,
18083,13,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18084,14,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18085,15,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-25,
18086,16,11.0,11.0,0.0,2050.7,2032.5,18.2,2051.25,2023-12-25,
18087,17,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-25,
18088,18,10.7,10.7,0.0,2050.7,2032.5,18.2,,2023-12-25,
18089,19,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-25,
18090,20,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-25,
18091,21,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18092,22,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-25,
18093,23,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-25,
18094,24,10.8,10.8,0.0,2050.7,2032.5,18.2,2051.26,2023-12-25,
18095,,,,,,,,,2023-12-25,
18096,AVG,10.87,10.87,0.0,2050.7,2032.5,18.2,2051.26,2023-12-25,
18097,,,,,,,,,2023-12-25,
18098,MAX,11.0,11.0,0.0,2050.7,2032.5,18.2,2051.27,2023-12-25,
18099,MIN,10.6,10.6,0.0,2050.7,2032.5,18.2,2051.25,2023-12-25,
18100,1,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18101,2,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-26,
18102,3,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18103,4,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-26,
18104,5,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18105,6,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18106,7,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-26,
18107,8,10.9,10.9,0.0,2050.6,2032.5,18.1,2051.28,2023-12-26,
18108,9,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18109,10,11.0,11.0,0.0,2050.6,2032.5,18.1,,2023-12-26,
18110,11,10.9,10.9,0.0,2050.7,2032.5,18.2,,2023-12-26,
18111,12,10.7,10.7,0.0,2050.7,2032.5,18.2,,2023-12-26,
18112,13,10.7,10.7,0.0,2050.7,2032.5,18.2,,2023-12-26,
18113,14,10.8,10.8,0.0,2050.7,2032.5,18.2,,2023-12-26,
18114,15,11.1,11.1,0.0,2050.7,2032.5,18.2,,2023-12-26,
18115,16,11.1,11.1,0.0,2050.7,2032.5,18.2,2051.34,2023-12-26,
18116,17,11.0,11.0,0.0,2050.7,2032.5,18.2,,2023-12-26,
18117,18,10.9,10.9,0.0,2050.8,2032.5,18.3,,2023-12-26,
18118,19,10.7,10.7,0.0,2050.8,2032.5,18.3,,2023-12-26,
18119,20,10.9,10.9,0.0,2050.8,2032.5,18.3,,2023-12-26,
18120,21,10.9,10.9,0.0,2050.8,2032.5,18.3,,2023-12-26,
18121,22,10.9,10.9,0.0,2050.8,2032.5,18.3,,2023-12-26,
18122,23,10.9,10.9,0.0,2050.8,2032.5,18.3,,2023-12-26,
18123,24,11.0,11.0,0.0,2050.8,2032.5,18.3,2051.39,2023-12-26,
18124,,,,,,,,,2023-12-26,
18125,AVG,10.9,10.9,0.0,2050.72,2032.5,18.22,2051.34,2023-12-26,
18126,,,,,,,,,2023-12-26,
18127,MAX,11.1,11.1,0.0,2050.8,2032.5,18.3,2051.39,2023-12-26,
18128,MIN,10.7,10.7,0.0,2050.6,2032.5,18.1,2051.28,2023-12-26,
18129,1,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18130,2,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18131,3,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18132,4,11.3,11.3,0.0,2050.9,2032.6,18.3,,2023-12-27,
18133,5,11.3,11.3,0.0,2050.9,2032.6,18.3,,2023-12-27,
18134,6,11.2,11.2,0.0,2050.9,2032.6,18.3,,2023-12-27,
18135,7,11.0,11.0,0.0,2050.9,2032.6,18.3,,2023-12-27,
18136,8,11.1,11.1,0.0,2051.0,2032.6,18.4,2051.38,2023-12-27,
18137,9,11.1,11.1,0.0,2051.0,2032.6,18.4,,2023-12-27,
18138,10,11.2,11.2,0.0,2051.0,2032.6,18.4,,2023-12-27,
18139,11,11.0,11.0,0.0,2050.9,2032.5,18.4,,2023-12-27,
18140,12,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18141,13,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18142,14,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18143,15,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-27,
18144,16,11.2,11.2,0.0,2050.9,2032.6,18.3,2051.42,2023-12-27,
18145,17,11.3,11.3,0.0,2050.8,2032.6,18.2,,2023-12-27,
18146,18,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18147,19,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18148,20,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18149,21,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18150,22,11.1,11.1,0.0,2050.8,2032.6,18.2,,2023-12-27,
18151,23,11.0,11.0,0.0,2050.9,2032.6,18.3,,2023-12-27,
18152,24,11.0,11.0,0.0,2050.9,2032.6,18.3,2051.49,2023-12-27,
18153,,,,,,,,,2023-12-27,
18154,AVG,11.12,11.12,0.0,2050.88,2032.6,18.29,2051.43,2023-12-27,
18155,,,,,,,,,2023-12-27,
18156,MAX,11.3,11.3,0.0,2051.0,2032.6,18.4,2051.49,2023-12-27,
18157,MIN,11.0,11.0,0.0,2050.8,2032.5,18.2,2051.38,2023-12-27,
18158,1,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-28,
18159,2,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-28,
18160,3,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-28,
18161,4,11.2,11.2,0.0,2050.9,2032.6,18.3,,2023-12-28,
18162,5,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-28,
18163,6,11.1,11.1,0.0,2050.9,2032.6,18.3,,2023-12-28,
18164,7,11.2,11.2,0.0,2050.9,2032.5,18.4,,2023-12-28,
18165,8,10.9,10.9,0.0,2050.9,2032.5,18.4,2051.47,2023-12-28,
18166,9,10.9,10.9,0.0,2050.9,2032.5,18.4,,2023-12-28,
18167,10,12.9,12.9,0.0,2050.7,2032.8,17.9,,2023-12-28,
18168,11,13.1,13.1,0.0,2050.6,2032.9,17.7,,2023-12-28,
18169,12,13.0,13.0,0.0,2050.6,2032.9,17.7,,2023-12-28,
18170,13,13.0,13.0,0.0,2050.7,2032.9,17.8,,2023-12-28,
18171,14,12.9,12.9,0.0,2050.7,2032.9,17.8,,2023-12-28,
18172,15,13.0,13.0,0.0,2050.7,2032.9,17.8,,2023-12-28,
18173,16,13.2,13.2,0.0,2050.7,2033.0,17.7,2051.54,2023-12-28,
18174,17,13.1,13.1,0.0,2050.7,2033.0,17.7,,2023-12-28,
18175,18,13.0,13.0,0.0,2050.7,2033.0,17.7,,2023-12-28,
18176,19,12.9,12.9,0.0,2050.7,2033.0,17.7,,2023-12-28,
18177,20,13.1,13.1,0.0,2050.8,2033.0,17.8,,2023-12-28,
18178,21,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-28,
18179,22,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-28,
18180,23,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-28,
18181,24,12.9,12.9,0.0,2050.8,2033.0,17.8,2051.58,2023-12-28,
18182,,,,,,,,,2023-12-28,
18183,AVG,12.28,12.28,0.0,2050.79,2032.81,17.98,2051.53,2023-12-28,
18184,,,,,,,,,2023-12-28,
18185,MAX,13.2,13.2,0.0,2050.9,2033.0,18.4,2051.58,2023-12-28,
18186,MIN,10.9,10.9,0.0,2050.6,2032.5,17.7,2051.47,2023-12-28,
18187,1,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-29,
18188,2,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-29,
18189,3,13.1,13.1,0.0,2050.8,2033.0,17.8,,2023-12-29,
18190,4,13.0,13.0,0.0,2050.8,2033.0,17.8,,2023-12-29,
18191,5,12.9,12.9,0.0,2050.8,2033.1,17.7,,2023-12-29,
18192,6,13.0,13.0,0.0,2050.8,2033.1,17.7,,2023-12-29,
18193,7,13.1,13.1,0.0,2050.8,2033.1,17.7,,2023-12-29,
18194,8,12.9,12.9,0.0,2050.9,2033.1,17.8,2051.56,2023-12-29,
18195,9,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-29,
18196,10,13.0,13.0,0.0,2050.8,2033.1,17.7,,2023-12-29,
18197,11,13.1,13.1,0.0,2050.8,2033.1,17.7,,2023-12-29,
18198,12,13.0,13.0,0.0,2050.8,2033.1,17.7,,2023-12-29,
18199,13,12.9,12.9,0.0,2050.8,2033.1,17.7,,2023-12-29,
18200,14,13.0,13.0,0.0,2050.8,2033.1,17.7,,2023-12-29,
18201,15,13.1,13.1,0.0,2050.8,2033.1,17.7,,2023-12-29,
18202,16,13.1,13.1,0.0,2050.8,2033.1,17.7,2051.53,2023-12-29,
18203,17,13.0,13.0,0.0,2050.8,2033.1,17.7,,2023-12-29,
18204,18,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-29,
18205,19,12.8,12.8,0.0,2050.9,2033.0,17.9,,2023-12-29,
18206,20,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-29,
18207,21,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-29,
18208,22,13.0,13.0,0.0,2050.9,2033.1,17.8,,2023-12-29,
18209,23,12.8,12.8,0.0,2050.9,2033.1,17.8,,2023-12-29,
18210,24,12.9,12.9,0.0,2050.9,2033.1,17.8,2051.54,2023-12-29,
18211,,,,,,,,,2023-12-29,
18212,AVG,12.97,12.97,0.0,2050.84,2033.08,17.76,2051.54,2023-12-29,
18213,,,,,,,,,2023-12-29,
18214,MAX,13.1,13.1,0.0,2050.9,2033.1,17.9,2051.56,2023-12-29,
18215,MIN,12.8,12.8,0.0,2050.8,2033.0,17.7,2051.53,2023-12-29,
18216,1,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-30,
18217,2,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-30,
18218,3,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-30,
18219,4,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-30,
18220,5,12.8,12.8,0.0,2050.9,2033.1,17.8,,2023-12-30,
18221,6,12.9,12.9,0.0,2050.9,2033.1,17.8,,2023-12-30,
18222,7,12.9,12.9,0.0,2050.8,2033.1,17.7,,2023-12-30,
18223,8,12.8,12.8,0.0,2050.8,2033.1,17.7,2051.49,2023-12-30,
18224,9,12.8,12.8,0.0,2050.8,2033.1,17.7,,2023-12-30,
